NOAM_type,NOCS_type,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,number_private_visibility_attributes,number_protected_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_not_abstract_not_final_methods,number_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,is_god_class
2.0,9.0,33.0,29.0,28.0,31.0,36.0,531.0,1043.0,1015.0,46.0,0.3,23.0,104.0,70.0,0.94184,1.0,68.0,2.121212,2.193548,153.0,385.0,6579.0,454.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,27.0,2.0,33.0,0.0,0.0,33.0,30.0,1.0
0.0,0.0,11.0,0.0,0.0,11.0,3.0,0.0,228.0,228.0,0.0,1.0,0.0,11.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,228.0,11.0,7.0,102.0,2.0,808.0,724.0,19045.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,8.0,0.0,11.0,1.0,1.0,10.0,10.0,0.0
8.0,0.0,10.0,0.0,1.0,2.0,4.0,0.0,86.0,22.0,1.0,0.14285699999999998,1.0,11.0,11.0,0.8888889999999999,0.0,3.0,1.1,1.5,61.0,399.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
0.0,0.0,18.0,39.0,11.0,18.0,14.0,20.0,1172.0,1172.0,20.0,0.461538,21.0,71.0,238.0,0.894958,1.0,238.0,13.222222,13.222222,61.0,399.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,9.0,0.0,3.0,14.0,3.0,0.0,1.0,5.0,0.0,18.0,18.0,18.0,0.0,18.0,1.0
7.0,0.0,9.0,0.0,1.0,2.0,4.0,8.0,86.0,30.0,1.0,0.166667,2.0,18.0,9.0,0.84375,0.22222199999999998,2.0,1.0,1.0,61.0,399.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,2.0,0.0
0.0,0.0,23.0,30.0,10.0,23.0,14.0,9.0,1288.0,1288.0,25.0,0.280702,12.0,57.0,287.0,0.87987,0.818182,287.0,12.478261,12.478261,61.0,399.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,12.0,0.0,0.0,13.0,0.0,1.0,9.0,2.0,0.0,22.0,17.0,16.0,6.0,21.0,1.0
4.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,95.0,63.0,0.0,0.333333,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,61.0,399.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,2.0,0.0,5.0,5.0,5.0,9.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
0.0,0.0,70.0,6.0,2.0,70.0,55.0,0.0,2999.0,2999.0,6.0,0.495021,5.0,76.0,684.0,0.928327,0.8888889999999999,684.0,9.771429,9.771429,61.0,399.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,36.0,0.0,0.0,28.0,0.0,27.0,16.0,31.0,0.0,65.0,38.0,38.0,27.0,69.0,1.0
0.0,2.0,17.0,3.0,7.0,17.0,10.0,-1.0,571.0,571.0,19.0,0.363636,6.0,39.0,45.0,0.89375,-1.0,45.0,2.647059,2.647059,33.0,165.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,10.0,0.0,0.0,0.0,0.0,10.0,9.0,4.0,4.0,15.0,0.0,0.0,17.0,15.0,1.0
0.0,0.0,2.0,2.0,2.0,2.0,2.0,574.0,66.0,66.0,2.0,1.0,2.0,6.0,8.0,1.0,1.0,8.0,4.0,4.0,33.0,165.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
0.0,3.0,7.0,0.0,5.0,7.0,1.0,-1.0,239.0,239.0,7.0,0.0,2.0,14.0,27.0,1.0,-1.0,27.0,3.857143,3.857143,33.0,165.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,5.0,2.0,2.0,5.0,5.0,0.0
4.0,1.0,10.0,1.0,4.0,6.0,5.0,541.0,149.0,91.0,7.0,0.190476,8.0,27.0,14.0,0.955556,0.5,6.0,1.4,1.0,33.0,165.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,10.0,0.0,0.0,10.0,5.0,0.0
1.0,1.0,40.0,14.0,17.0,39.0,16.0,0.0,1243.0,1234.0,46.0,0.23968299999999998,20.0,94.0,133.0,0.959936,0.921053,132.0,3.325,3.384615,22.0,154.0,4151.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,14.0,0.0,6.0,16.0,6.0,0.0,36.0,4.0,0.0,31.0,38.0,29.0,2.0,38.0,1.0
8.0,0.0,11.0,0.0,0.0,3.0,4.0,0.0,83.0,43.0,0.0,0.14285699999999998,0.0,11.0,11.0,0.9,0.272727,3.0,1.0,1.0,15.0,154.0,4404.0,202.0,7.0,100.0,5.0,703.0,613.0,14480.0,4.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,8.0,8.0,1.0,1.0,5.0,10.0,2.0,0.0,1.0,2.0,2.0,2.0,8.0,20.0,147.0,20.0,28.0,204.0,11.0,1031.0,987.0,9065.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
2.0,0.0,5.0,0.0,2.0,3.0,4.0,18.0,95.0,75.0,4.0,0.6,7.0,27.0,9.0,0.75,0.6,7.0,1.8,2.333333,11.0,56.0,1645.0,81.0,18.0,128.0,16.0,1064.0,796.0,20892.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0
15.0,1.0,29.0,6.0,9.0,14.0,15.0,14.0,573.0,477.0,23.0,0.108374,12.0,67.0,71.0,0.9523809999999999,0.4,56.0,2.448276,4.0,11.0,56.0,1645.0,81.0,18.0,128.0,16.0,1064.0,796.0,20892.0,10.0,5.0,1.0,1.0,1.0,14.0,25.0,0.0,4.0,29.0,0.0,0.0,29.0,14.0,1.0
6.0,0.0,8.0,7.0,3.0,2.0,5.0,0.0,100.0,64.0,9.0,0.380952,5.0,19.0,13.0,0.8857139999999999,0.25,7.0,1.625,3.5,11.0,56.0,1645.0,81.0,18.0,128.0,16.0,1064.0,796.0,20892.0,2.0,3.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,48.0,0.0,252.0,252.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,78.0,2309.0,96.0,18.0,128.0,16.0,1064.0,796.0,20892.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,83.0,83.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,58.0,3670.0,138.0,18.0,128.0,16.0,1064.0,796.0,20892.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,11.0,8.0,15.0,11.0,5.0,50.0,323.0,323.0,29.0,0.22222199999999998,26.0,137.0,49.0,0.96,0.875,49.0,4.4545449999999995,4.4545449999999995,4.0,16.0,323.0,16.0,16.0,118.0,11.0,1092.0,888.0,14175.0,0.0,4.0,1.0,1.0,1.0,4.0,7.0,0.0,4.0,11.0,0.0,0.0,11.0,10.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,0.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,2.0,2.0,4.0,16.0,323.0,16.0,16.0,118.0,11.0,1092.0,888.0,14175.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
10.0,0.0,12.0,1.0,2.0,2.0,5.0,0.0,97.0,42.0,2.0,0.163636,2.0,14.0,19.0,0.8909090000000001,0.166667,8.0,1.583333,4.0,14.0,99.0,2120.0,114.0,16.0,118.0,11.0,1092.0,888.0,14175.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,1.0,0.0
14.0,0.0,69.0,14.0,20.0,55.0,23.0,0.0,2133.0,1949.0,95.0,0.47399399999999997,21.0,189.0,330.0,0.941816,0.738462,293.0,4.782609,5.327273,16.0,271.0,4932.0,336.0,16.0,118.0,11.0,1092.0,888.0,14175.0,18.0,2.0,3.0,3.0,3.0,20.0,62.0,1.0,6.0,69.0,1.0,1.0,68.0,54.0,1.0
0.0,0.0,2.0,0.0,0.0,2.0,1.0,63.0,21.0,21.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.5,1.5,7.0,78.0,4403.0,88.0,9.0,110.0,25.0,1199.0,951.0,31037.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0
6.0,0.0,30.0,11.0,23.0,24.0,8.0,0.0,1323.0,815.0,29.0,0.636842,27.0,69.0,316.0,0.896552,0.535714,202.0,10.533333,8.416667,7.0,78.0,4403.0,88.0,9.0,110.0,25.0,1199.0,951.0,31037.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,9.0,1.0,30.0,0.0,0.0,30.0,23.0,1.0
7.0,0.0,15.0,0.0,1.0,8.0,13.0,-1.0,263.0,155.0,1.0,0.032967,3.0,16.0,19.0,1.0,-1.0,8.0,1.266667,1.0,9.0,74.0,2503.0,131.0,9.0,110.0,25.0,1199.0,951.0,31037.0,0.0,8.0,0.0,5.0,0.0,8.0,15.0,0.0,0.0,13.0,0.0,0.0,15.0,7.0,0.0
16.0,0.0,17.0,0.0,0.0,1.0,8.0,0.0,97.0,1.0,0.0,0.06666699999999999,0.0,17.0,17.0,0.9375,0.0,1.0,1.0,1.0,5.0,49.0,1904.0,71.0,9.0,110.0,25.0,1199.0,951.0,31037.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0
0.0,0.0,13.0,3.0,3.0,13.0,5.0,3.0,218.0,218.0,3.0,0.755556,4.0,19.0,51.0,0.683333,1.0,51.0,3.9230769999999997,3.9230769999999997,6.0,38.0,752.0,38.0,16.0,132.0,23.0,1278.0,781.0,18243.0,5.0,0.0,0.0,1.0,0.0,4.0,11.0,2.0,0.0,13.0,2.0,2.0,11.0,12.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,6.0,38.0,752.0,38.0,16.0,132.0,23.0,1278.0,781.0,18243.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
89.0,0.0,162.0,101.0,41.0,73.0,77.0,0.0,3129.0,2065.0,71.0,0.27739,57.0,328.0,476.0,0.984028,0.385714,344.0,2.938272,4.712329,9.0,190.0,4816.0,331.0,16.0,132.0,23.0,1278.0,781.0,18243.0,76.0,1.0,3.0,3.0,3.0,74.0,140.0,19.0,3.0,159.0,9.0,6.0,153.0,70.0,1.0
40.0,0.0,41.0,1.0,0.0,1.0,20.0,0.0,380.0,380.0,0.0,0.029268000000000002,11.0,41.0,42.0,0.9725,0.024390000000000002,2.0,1.02439,2.0,9.0,190.0,4816.0,331.0,16.0,132.0,23.0,1278.0,781.0,18243.0,20.0,0.0,0.0,0.0,0.0,20.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,1.0,0.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,61.0,61.0,0.0,0.333333,0.0,6.0,8.0,0.733333,0.0,0.0,1.333333,0.0,28.0,62.0,3268.0,263.0,16.0,132.0,23.0,1278.0,781.0,18243.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,26.0,26.0,0.0,0.2,0.0,6.0,6.0,0.8,0.0,0.0,1.0,0.0,7.0,35.0,1379.0,52.0,16.0,132.0,23.0,1278.0,781.0,18243.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
0.0,5.0,16.0,0.0,14.0,16.0,1.0,0.0,561.0,561.0,23.0,0.622222,9.0,42.0,56.0,0.866667,1.0,56.0,3.5,3.5,6.0,25.0,613.0,28.0,10.0,121.0,31.0,1271.0,982.0,18172.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,6.0,0.0,16.0,15.0,15.0,1.0,15.0,1.0
7.0,0.0,10.0,0.0,1.0,3.0,4.0,0.0,90.0,21.0,2.0,0.13333299999999998,2.0,12.0,14.0,0.8611110000000001,0.3,3.0,1.4,1.0,17.0,102.0,2286.0,128.0,10.0,121.0,31.0,1271.0,982.0,18172.0,4.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,11.0,0.0,0.0,11.0,3.0,0.0
0.0,2.0,31.0,6.0,23.0,31.0,9.0,0.0,1142.0,1142.0,47.0,0.40579699999999996,27.0,82.0,138.0,0.8111109999999999,1.0,138.0,4.451613,4.451613,38.0,247.0,5146.0,397.0,10.0,121.0,31.0,1271.0,982.0,18172.0,8.0,0.0,7.0,3.0,3.0,2.0,24.0,6.0,0.0,31.0,0.0,0.0,31.0,30.0,1.0
6.0,0.0,7.0,1.0,1.0,1.0,3.0,17.0,33.0,3.0,1.0,0.2,3.0,25.0,7.0,0.833333,0.0,1.0,1.0,1.0,38.0,247.0,5146.0,397.0,10.0,121.0,31.0,1271.0,982.0,18172.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
7.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,38.0,3.0,0.0,0.14285699999999998,1.0,8.0,8.0,0.892857,0.0,1.0,1.0,1.0,38.0,247.0,5146.0,397.0,10.0,121.0,31.0,1271.0,982.0,18172.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0
11.0,0.0,12.0,1.0,0.0,1.0,6.0,0.0,56.0,1.0,0.0,0.090909,2.0,12.0,12.0,0.924242,0.0,1.0,1.0,1.0,38.0,247.0,5146.0,397.0,10.0,121.0,31.0,1271.0,982.0,18172.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0
13.0,0.0,14.0,2.0,0.0,1.0,7.0,0.0,65.0,0.0,0.0,0.076923,2.0,14.0,14.0,0.934066,0.0,1.0,1.0,1.0,38.0,247.0,5146.0,397.0,10.0,121.0,31.0,1271.0,982.0,18172.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0
9.0,0.0,10.0,0.0,0.0,1.0,5.0,0.0,47.0,2.0,0.0,0.11111099999999999,1.0,10.0,10.0,0.911111,0.0,1.0,1.0,1.0,38.0,247.0,5146.0,397.0,10.0,121.0,31.0,1271.0,982.0,18172.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
0.0,1.0,6.0,0.0,1.0,6.0,1.0,45.0,59.0,59.0,1.0,0.0,0.0,7.0,11.0,1.0,1.0,11.0,1.833333,1.833333,2.0,7.0,59.0,7.0,15.0,208.0,29.0,1302.0,1252.0,12103.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,0.0,0.0,6.0,5.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,2.0,7.0,59.0,7.0,15.0,208.0,29.0,1302.0,1252.0,12103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
2.0,0.0,17.0,51.0,7.0,15.0,22.0,0.0,695.0,616.0,18.0,0.722222,10.0,49.0,179.0,0.825893,0.75,165.0,10.529411999999999,11.0,4.0,37.0,1180.0,39.0,12.0,131.0,16.0,1404.0,1137.0,25747.0,10.0,0.0,3.0,3.0,3.0,19.0,9.0,7.0,0.0,17.0,1.0,1.0,16.0,14.0,1.0
0.0,0.0,8.0,13.0,4.0,8.0,5.0,0.0,125.0,125.0,8.0,0.5,6.0,16.0,31.0,0.892857,1.0,31.0,3.875,3.875,4.0,37.0,1180.0,39.0,12.0,131.0,16.0,1404.0,1137.0,25747.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0,0.0,8.0,0.0,0.0,8.0,6.0,0.0
2.0,0.0,65.0,65.0,24.0,63.0,155.0,0.0,2137.0,2127.0,50.0,0.335994,26.0,126.0,464.0,0.9454370000000001,0.26,462.0,7.138462,7.3333330000000005,1.0,63.0,2137.0,65.0,12.0,131.0,16.0,1404.0,1137.0,25747.0,9.0,0.0,15.0,25.0,15.0,130.0,54.0,11.0,0.0,65.0,8.0,8.0,57.0,62.0,1.0
2.0,0.0,35.0,122.0,19.0,33.0,3.0,4.0,1690.0,1677.0,49.0,0.0,27.0,112.0,304.0,1.0,0.666667,302.0,8.685714,9.151515,10.0,75.0,2600.0,86.0,12.0,131.0,16.0,1404.0,1137.0,25747.0,3.0,0.0,3.0,2.0,2.0,0.0,6.0,29.0,0.0,35.0,1.0,1.0,34.0,32.0,1.0
0.0,0.0,16.0,127.0,18.0,16.0,15.0,0.0,590.0,590.0,26.0,1.0,19.0,107.0,95.0,1.0,1.0,95.0,5.9375,5.9375,3.0,30.0,1322.0,30.0,15.0,255.0,7.0,1450.0,1087.0,24112.0,14.0,0.0,12.0,14.0,12.0,1.0,4.0,12.0,0.0,16.0,1.0,1.0,15.0,14.0,1.0
0.0,0.0,13.0,71.0,14.0,13.0,31.0,0.0,531.0,531.0,55.0,1.0,17.0,81.0,51.0,0.9973120000000001,0.2,51.0,3.9230769999999997,3.9230769999999997,3.0,30.0,1322.0,30.0,15.0,255.0,7.0,1450.0,1087.0,24112.0,6.0,0.0,24.0,26.0,24.0,5.0,6.0,7.0,0.0,13.0,2.0,2.0,11.0,11.0,1.0
7.0,2.0,14.0,0.0,3.0,7.0,7.0,536.0,250.0,190.0,3.0,0.533333,1.0,17.0,17.0,0.868132,0.363636,9.0,1.214286,1.285714,80.0,263.0,5748.0,334.0,15.0,255.0,7.0,1450.0,1087.0,24112.0,7.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,0.0,14.0,0.0,0.0,14.0,6.0,0.0
5.0,35.0,68.0,36.0,62.0,63.0,109.0,531.0,1867.0,1826.0,103.0,0.219373,33.0,197.0,184.0,0.992743,0.348485,179.0,2.705882,2.84127,80.0,263.0,5748.0,334.0,15.0,255.0,7.0,1450.0,1087.0,24112.0,70.0,0.0,42.0,48.0,42.0,61.0,28.0,40.0,0.0,68.0,22.0,22.0,46.0,62.0,1.0
13.0,12.0,59.0,6.0,19.0,46.0,32.0,50.0,1097.0,957.0,32.0,0.12010799999999999,9.0,96.0,203.0,0.9709049999999999,0.652174,179.0,3.4406779999999997,3.891304,83.0,341.0,6130.0,466.0,15.0,255.0,7.0,1450.0,1087.0,24112.0,27.0,0.0,2.0,2.0,2.0,30.0,41.0,18.0,0.0,59.0,0.0,0.0,59.0,44.0,1.0
0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,12.0,12.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,12.0,148.0,12.0,21.0,191.0,19.0,1447.0,1361.0,24319.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0
0.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,29.0,29.0,2.0,1.0,3.0,6.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,12.0,148.0,12.0,21.0,191.0,19.0,1447.0,1361.0,24319.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0
5.0,0.0,9.0,1.0,3.0,4.0,4.0,0.0,94.0,38.0,4.0,0.642857,4.0,13.0,9.0,0.71875,0.375,4.0,1.0,1.0,24.0,253.0,3812.0,307.0,21.0,191.0,19.0,1447.0,1361.0,24319.0,3.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,3.0,0.0
0.0,0.0,12.0,5.0,9.0,12.0,2.0,0.0,290.0,290.0,20.0,0.8909090000000001,11.0,34.0,21.0,0.8636360000000001,1.0,21.0,1.75,1.75,12.0,112.0,2820.0,121.0,30.0,208.0,14.0,1593.0,1411.0,26472.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,12.0,0.0,0.0,12.0,11.0,0.0
1.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,47.0,30.0,7.0,1.0,5.0,9.0,3.0,1.0,0.5,2.0,1.5,2.0,12.0,112.0,2820.0,121.0,30.0,208.0,14.0,1593.0,1411.0,26472.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0
5.0,0.0,9.0,0.0,0.0,4.0,6.0,0.0,117.0,67.0,0.0,0.14285699999999998,0.0,9.0,10.0,0.9375,0.333333,5.0,1.111111,1.25,12.0,112.0,2820.0,121.0,30.0,208.0,14.0,1593.0,1411.0,26472.0,3.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,2.0,0.0
8.0,1.0,73.0,24.0,13.0,65.0,16.0,31.0,1812.0,1706.0,67.0,0.471441,19.0,178.0,234.0,0.894965,0.875,221.0,3.205479,3.4,26.0,281.0,5940.0,330.0,30.0,208.0,14.0,1593.0,1411.0,26472.0,15.0,0.0,2.0,2.0,2.0,14.0,71.0,1.0,0.0,73.0,0.0,0.0,73.0,62.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,1.0,0.0,0.14285699999999998,1.0,1.0,1.0,5.0,27.0,796.0,30.0,30.0,208.0,14.0,1593.0,1411.0,26472.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,9.0,3.0,3.0,7.0,3.0,0.0,131.0,93.0,6.0,0.0,3.0,12.0,12.0,1.0,0.75,8.0,1.333333,1.142857,5.0,34.0,707.0,39.0,19.0,299.0,33.0,1475.0,1431.0,28493.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,9.0,0.0,0.0,9.0,4.0,0.0
0.0,0.0,14.0,0.0,0.0,14.0,6.0,0.0,255.0,255.0,0.0,0.464286,0.0,14.0,30.0,0.8461540000000001,1.0,30.0,2.142857,2.142857,5.0,34.0,707.0,39.0,19.0,299.0,33.0,1475.0,1431.0,28493.0,6.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,0.0,14.0,0.0,0.0,14.0,12.0,0.0
0.0,0.0,8.0,0.0,2.0,8.0,1.0,0.0,88.0,88.0,8.0,1.0,2.0,16.0,10.0,0.14285699999999998,1.0,10.0,1.25,1.25,16.0,130.0,1578.0,136.0,26.0,262.0,57.0,1805.0,1524.0,34404.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8.0,0.0,0.0,8.0,7.0,0.0
0.0,0.0,8.0,2.0,13.0,8.0,10.0,-1.0,155.0,155.0,14.0,0.047619,15.0,23.0,17.0,1.0,-1.0,17.0,2.125,2.125,16.0,130.0,1578.0,136.0,26.0,262.0,57.0,1805.0,1524.0,34404.0,0.0,1.0,8.0,8.0,8.0,2.0,7.0,0.0,1.0,5.0,1.0,1.0,7.0,7.0,0.0
16.0,0.0,23.0,0.0,0.0,7.0,16.0,0.0,149.0,41.0,0.0,0.051948,0.0,23.0,30.0,0.9787879999999999,0.0,7.0,1.304348,1.0,8.0,64.0,1627.0,92.0,26.0,262.0,57.0,1805.0,1524.0,34404.0,11.0,0.0,6.0,5.0,5.0,10.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,6.0,0.0
1.0,17.0,18.0,39.0,47.0,17.0,44.0,3.0,2165.0,2143.0,97.0,0.19230799999999998,45.0,133.0,196.0,0.9144389999999999,1.0,191.0,10.888889,11.235294,29.0,105.0,3957.0,129.0,26.0,262.0,57.0,1805.0,1524.0,34404.0,37.0,0.0,16.0,12.0,12.0,28.0,14.0,4.0,0.0,18.0,1.0,1.0,17.0,16.0,1.0
0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,21.0,21.0,2.0,1.0,9.0,22.0,2.0,0.0,1.0,2.0,1.0,1.0,37.0,143.0,3130.0,157.0,22.0,296.0,19.0,2118.0,1724.0,34617.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
0.0,0.0,3.0,1.0,2.0,3.0,1.0,6.0,31.0,31.0,1.0,0.0,2.0,11.0,3.0,1.0,1.0,3.0,1.0,1.0,37.0,143.0,3130.0,157.0,22.0,296.0,19.0,2118.0,1724.0,34617.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0
19.0,33.0,104.0,8.0,45.0,85.0,29.0,0.0,1526.0,1384.0,59.0,0.102798,16.0,175.0,174.0,0.980917,0.391304,147.0,1.6730770000000001,1.729412,52.0,176.0,2771.0,208.0,22.0,296.0,19.0,2118.0,1724.0,34617.0,0.0,28.0,1.0,1.0,1.0,28.0,22.0,0.0,82.0,104.0,0.0,0.0,104.0,84.0,1.0
5.0,1.0,10.0,1.0,4.0,5.0,17.0,698.0,227.0,169.0,5.0,0.11111099999999999,4.0,15.0,17.0,1.0,0.5,8.0,1.7,1.6,52.0,176.0,2771.0,208.0,22.0,296.0,19.0,2118.0,1724.0,34617.0,1.0,16.0,1.0,1.0,1.0,16.0,8.0,0.0,2.0,10.0,0.0,0.0,10.0,4.0,0.0
