NOP_method,LOC_method,NOLV_method,NOAV_method,NOM_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,is_long_parameters_list
12.0,102.0,30.0,32.0,7.0,9.0,7.0,5.0,238.0,266.0,266.0,312.0,0.1,33.0,335.0,31.0,1.033333333,0.636363636,31.0,4.428571429,4.428571429,42.0,502.0,18042.0,690.0,1.0
8.0,36.0,8.0,16.0,17.0,0.0,17.0,14.0,0.0,331.0,331.0,0.0,0.179487179,1.0,17.0,35.0,0.950892857,0.75,35.0,2.058823529,2.058823529,48.0,640.0,19667.0,781.0,1.0
7.0,25.0,10.0,11.0,213.0,27.0,145.0,59.0,56.0,4827.0,3636.0,34819.0,0.022381636,46.0,373.0,576.0,0.9843300290000001,0.6237623760000001,447.0,2.704225352,3.0827586210000004,46.0,1076.0,33993.0,1556.0,1.0
7.0,24.0,10.0,11.0,222.0,28.0,152.0,62.0,57.0,5381.0,4111.0,44777.0,0.022038687,43.0,384.0,682.0,0.9833600929999999,0.637681159,539.0,3.072072072,3.546052632,46.0,1076.0,33993.0,1556.0,1.0
0.0,1.0,0.0,-1.0,60.0,5.0,50.0,11.0,-1.0,576.0,492.0,38.0,0.010169491999999999,12.0,67.0,84.0,0.9876733440000001,-1.0,71.0,1.4,1.42,31.0,348.0,5792.0,436.0,0.0
2.0,4.0,2.0,4.0,23.0,2.0,21.0,4.0,0.0,296.0,282.0,218.0,0.736842105,4.0,39.0,51.0,0.670454545,0.913043478,49.0,2.217391304,2.333333333,31.0,348.0,5792.0,436.0,0.0
0.0,2.0,0.0,0.0,18.0,6.0,17.0,15.0,517.0,236.0,231.0,204.0,0.00952381,8.0,28.0,40.0,0.984313725,0.9375,39.0,2.222222222,2.2941176469999998,64.0,260.0,5974.0,288.0,0.0
0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,103.0,748.0,17025.0,928.0,0.0
0.0,3.0,0.0,1.0,33.0,17.0,26.0,9.0,0.0,753.0,705.0,1110.0,0.103896104,18.0,82.0,96.0,0.9236111109999999,0.75862069,87.0,2.9090909089999997,3.3461538460000004,103.0,748.0,17025.0,928.0,0.0
1.0,3.0,1.0,0.0,14.0,0.0,12.0,3.0,0.0,88.0,78.0,0.0,0.13636363599999998,1.0,14.0,28.0,0.871794872,0.857142857,26.0,2.0,2.166666667,72.0,783.0,11259.0,840.0,0.0
1.0,1.0,1.0,0.0,20.0,0.0,20.0,0.0,-1.0,39.0,39.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,1.0,1.0,72.0,783.0,11259.0,840.0,0.0
0.0,6.0,1.0,3.0,16.0,2.0,16.0,4.0,0.0,114.0,114.0,50.0,0.28571428600000004,4.0,22.0,23.0,0.783333333,1.0,23.0,1.4375,1.4375,72.0,783.0,11259.0,840.0,0.0
1.0,3.0,1.0,2.0,35.0,13.0,33.0,32.0,31.0,1121.0,1112.0,1976.0,0.148148148,22.0,120.0,147.0,0.953125,0.8888888890000001,145.0,4.2,4.393939393999999,168.0,690.0,21327.0,989.0,0.0
0.0,6.0,1.0,2.0,10.0,9.0,8.0,2.0,33.0,189.0,173.0,246.0,1.0,21.0,75.0,40.0,0.666666667,0.833333333,37.0,4.0,4.625,168.0,690.0,21327.0,989.0,0.0
1.0,3.0,1.0,2.0,25.0,7.0,14.0,13.0,31.0,399.0,338.0,247.0,0.20652173899999998,12.0,80.0,67.0,0.8942307690000001,0.541666667,55.0,2.68,3.928571429,168.0,690.0,21327.0,989.0,0.0
0.0,18.0,2.0,4.0,41.0,13.0,26.0,17.0,30.0,931.0,829.0,2032.0,0.102272727,18.0,136.0,153.0,0.913235294,0.53125,130.0,3.7317073169999997,5.0,168.0,690.0,21327.0,989.0,0.0
0.0,7.0,1.0,5.0,14.0,0.0,13.0,9.0,1.0,125.0,120.0,0.0,0.654545455,1.0,15.0,32.0,0.7094017090000001,0.6875,31.0,2.285714286,2.384615385,168.0,690.0,21327.0,989.0,0.0
1.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,16.0,16.0,12.0,0.0,3.0,5.0,3.0,0.0,1.0,3.0,1.0,1.0,17.0,78.0,1677.0,87.0,0.0
1.0,3.0,1.0,2.0,12.0,2.0,8.0,3.0,3.0,111.0,91.0,102.0,0.39285714299999996,6.0,23.0,24.0,0.848484848,0.636363636,20.0,2.0,2.5,5.0,28.0,472.0,39.0,0.0
5.0,9.0,5.0,15.0,7.0,5.0,7.0,1.0,27.0,55.0,55.0,51.0,0.5,31.0,73.0,12.0,0.666666667,1.0,12.0,1.714285714,1.714285714,7.0,42.0,398.0,47.0,1.0
3.0,145.0,18.0,36.0,12.0,14.0,12.0,1.0,19.0,329.0,329.0,785.0,0.047619048,20.0,89.0,74.0,0.818181818,1.0,74.0,6.166666667,6.166666667,45.0,313.0,8348.0,385.0,0.0
4.0,11.0,6.0,19.0,22.0,18.0,21.0,9.0,0.0,715.0,703.0,3136.0,0.484848485,20.0,77.0,84.0,0.80952381,0.8888888890000001,83.0,3.8181818180000002,3.952380952,45.0,313.0,8348.0,385.0,0.0
3.0,20.0,4.0,21.0,74.0,19.0,54.0,51.0,28.0,1770.0,1616.0,7157.0,0.072077922,25.0,189.0,301.0,0.96803653,0.6785714290000001,266.0,4.067567568,4.925925926000001,45.0,313.0,8348.0,385.0,0.0
3.0,3.0,3.0,5.0,9.0,0.0,9.0,12.0,0.0,102.0,102.0,0.0,0.222222222,0.0,9.0,11.0,0.864583333,0.5625,11.0,1.222222222,1.222222222,31.0,348.0,5792.0,436.0,1.0
3.0,10.0,4.0,5.0,24.0,19.0,23.0,12.0,0.0,768.0,760.0,1078.0,0.287878788,16.0,64.0,101.0,0.898550725,1.0,99.0,4.208333333,4.304347826,103.0,748.0,17025.0,928.0,0.0
4.0,7.0,5.0,6.0,15.0,5.0,15.0,4.0,0.0,98.0,98.0,134.0,0.41025641,5.0,26.0,22.0,0.75,1.0,22.0,1.466666667,1.466666667,103.0,748.0,17025.0,928.0,0.0
3.0,16.0,5.0,9.0,9.0,4.0,9.0,9.0,3.0,98.0,98.0,32.0,0.3,4.0,15.0,14.0,0.819444444,1.0,14.0,1.5555555559999998,1.5555555559999998,103.0,748.0,17025.0,928.0,0.0
5.0,9.0,5.0,11.0,10.0,7.0,10.0,0.0,36.0,325.0,325.0,286.0,0.0,14.0,83.0,60.0,0.0,1.0,60.0,6.0,6.0,103.0,748.0,17025.0,928.0,1.0
4.0,7.0,4.0,6.0,38.0,11.0,16.0,31.0,-1.0,823.0,715.0,548.0,0.070570571,10.0,61.0,72.0,0.9816913690000001,-1.0,49.0,1.894736842,3.0625,103.0,748.0,17025.0,928.0,0.0
4.0,19.0,6.0,8.0,20.0,8.0,17.0,11.0,0.0,401.0,379.0,790.0,0.18382352899999999,8.0,48.0,74.0,0.913875598,1.0,69.0,3.7,4.058823529,103.0,748.0,17025.0,928.0,0.0
6.0,7.0,6.0,6.0,46.0,12.0,36.0,5.0,29.0,545.0,492.0,2913.0,0.057317072999999996,37.0,166.0,105.0,0.924444444,0.7777777779999999,90.0,2.282608696,2.5,103.0,748.0,17025.0,928.0,1.0
3.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,-1.0,16.0,16.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,103.0,748.0,17025.0,928.0,0.0
3.0,1.0,3.0,0.0,8.0,0.0,8.0,0.0,-1.0,17.0,17.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,1.0,1.0,103.0,748.0,17025.0,928.0,1.0
4.0,4.0,4.0,5.0,9.0,4.0,9.0,5.0,0.0,220.0,220.0,142.0,1.0,7.0,25.0,40.0,0.9,1.0,40.0,4.444444444,4.444444444,103.0,748.0,17025.0,928.0,0.0
6.0,8.0,6.0,12.0,21.0,3.0,21.0,10.0,0.0,787.0,787.0,162.0,0.035087718999999996,0.0,25.0,86.0,0.97,1.0,86.0,4.095238095,4.095238095,72.0,783.0,11259.0,840.0,1.0
4.0,9.0,4.0,4.0,21.0,2.0,21.0,14.0,23.0,425.0,425.0,108.0,0.2,1.0,25.0,68.0,0.9642857140000001,0.9,68.0,3.238095238,3.238095238,72.0,783.0,11259.0,840.0,1.0
3.0,63.0,4.0,25.0,15.0,3.0,15.0,14.0,15.0,150.0,150.0,78.0,0.131868132,3.0,18.0,38.0,0.933673469,1.0,38.0,2.5333333330000003,2.5333333330000003,168.0,690.0,21327.0,989.0,1.0
3.0,17.0,7.0,12.0,13.0,9.0,11.0,5.0,51.0,214.0,199.0,635.0,0.666666667,32.0,131.0,49.0,0.8,0.818181818,45.0,3.769230769,4.090909091,168.0,690.0,21327.0,989.0,0.0
4.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,6.0,25.0,25.0,20.0,1.0,9.0,16.0,5.0,0.5,1.0,5.0,1.6666666669999999,1.6666666669999999,39.0,311.0,6940.0,384.0,0.0
3.0,33.0,5.0,7.0,45.0,11.0,29.0,29.0,0.0,948.0,868.0,728.0,0.047311828,10.0,72.0,139.0,0.972570533,0.41304347799999996,123.0,3.0888888889999997,4.24137931,39.0,311.0,6940.0,384.0,0.0
13.0,47.0,16.0,30.0,3.0,4.0,3.0,3.0,0.0,136.0,136.0,72.0,1.0,4.0,20.0,25.0,1.0,1.0,25.0,8.333333332999999,8.333333332999999,64.0,260.0,5974.0,288.0,1.0
8.0,18.0,8.0,20.0,29.0,8.0,24.0,18.0,5.0,642.0,593.0,998.0,0.16304347800000002,9.0,68.0,82.0,0.9523809520000001,0.833333333,72.0,2.827586207,3.0,64.0,260.0,5974.0,288.0,1.0
10.0,140.0,26.0,52.0,9.0,7.0,8.0,17.0,522.0,430.0,423.0,338.0,0.333333333,5.0,37.0,51.0,0.860294118,1.0,48.0,5.666666667,6.0,64.0,260.0,5974.0,288.0,1.0
9.0,25.0,9.0,17.0,23.0,12.0,10.0,18.0,0.0,737.0,644.0,984.0,0.110526316,9.0,52.0,50.0,0.954545455,0.428571429,31.0,2.173913043,3.1,103.0,748.0,17025.0,928.0,1.0
7.0,12.0,7.0,16.0,10.0,7.0,10.0,0.0,36.0,325.0,325.0,286.0,0.0,14.0,83.0,60.0,0.0,1.0,60.0,6.0,6.0,103.0,748.0,17025.0,928.0,1.0
7.0,5.0,7.0,7.0,46.0,12.0,36.0,5.0,29.0,545.0,492.0,2913.0,0.057317072999999996,37.0,166.0,105.0,0.924444444,0.7777777779999999,90.0,2.282608696,2.5,103.0,748.0,17025.0,928.0,1.0
8.0,7.0,9.0,9.0,46.0,12.0,36.0,5.0,29.0,545.0,492.0,2913.0,0.057317072999999996,37.0,166.0,105.0,0.924444444,0.7777777779999999,90.0,2.282608696,2.5,103.0,748.0,17025.0,928.0,1.0
7.0,6.0,8.0,8.0,46.0,12.0,36.0,5.0,29.0,545.0,492.0,2913.0,0.057317072999999996,37.0,166.0,105.0,0.924444444,0.7777777779999999,90.0,2.282608696,2.5,103.0,748.0,17025.0,928.0,1.0
7.0,7.0,8.0,9.0,46.0,12.0,36.0,5.0,29.0,545.0,492.0,2913.0,0.057317072999999996,37.0,166.0,105.0,0.924444444,0.7777777779999999,90.0,2.282608696,2.5,103.0,748.0,17025.0,928.0,1.0
7.0,14.0,7.0,16.0,27.0,14.0,13.0,19.0,35.0,1469.0,1413.0,542.0,0.09047619,15.0,103.0,99.0,0.9514170040000001,0.39130434799999997,85.0,3.666666667,6.538461538,103.0,748.0,17025.0,928.0,1.0
8.0,16.0,8.0,17.0,27.0,14.0,13.0,19.0,35.0,1469.0,1413.0,542.0,0.09047619,15.0,103.0,99.0,0.9514170040000001,0.39130434799999997,85.0,3.666666667,6.538461538,103.0,748.0,17025.0,928.0,1.0
7.0,4.0,7.0,7.0,7.0,1.0,5.0,1.0,68.0,47.0,37.0,4.0,1.0,1.0,8.0,8.0,0.666666667,0.666666667,6.0,1.142857143,1.2,72.0,783.0,11259.0,840.0,1.0
7.0,5.0,7.0,8.0,21.0,3.0,21.0,10.0,0.0,787.0,787.0,162.0,0.035087718999999996,0.0,25.0,86.0,0.97,1.0,86.0,4.095238095,4.095238095,72.0,783.0,11259.0,840.0,1.0
1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,0.0,-1.0,1.0,1.0,1.0,153.0,193.0,6579.0,256.0,0.0
1.0,4.0,1.0,3.0,3.0,1.0,3.0,0.0,8.0,12.0,12.0,8.0,0.0,1.0,4.0,3.0,0.0,-1.0,3.0,1.0,1.0,153.0,193.0,6579.0,256.0,0.0
0.0,7.0,1.0,8.0,33.0,32.0,27.0,37.0,521.0,853.0,787.0,2464.0,0.25,25.0,114.0,79.0,0.907094595,0.333333333,69.0,2.393939394,2.555555556,153.0,193.0,6579.0,256.0,0.0
1.0,1.0,1.0,2.0,33.0,1.0,11.0,10.0,57.0,150.0,84.0,14.0,0.173789174,1.0,35.0,48.0,0.86875,0.214285714,26.0,1.454545455,2.363636364,153.0,193.0,6579.0,256.0,0.0
1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,0.0,-1.0,1.0,1.0,1.0,153.0,193.0,6579.0,256.0,0.0
1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,0.0,-1.0,1.0,1.0,1.0,153.0,193.0,6579.0,256.0,0.0
0.0,3.0,0.0,5.0,13.0,16.0,11.0,26.0,522.0,459.0,435.0,372.0,0.8,4.0,47.0,16.0,0.903846154,0.333333333,14.0,1.230769231,1.2727272729999999,153.0,193.0,6579.0,256.0,0.0
0.0,10.0,1.0,3.0,13.0,16.0,11.0,26.0,522.0,459.0,435.0,372.0,0.8,4.0,47.0,16.0,0.903846154,0.333333333,14.0,1.230769231,1.2727272729999999,153.0,193.0,6579.0,256.0,0.0
0.0,7.0,0.0,2.0,3.0,1.0,3.0,9.0,539.0,153.0,153.0,4.0,1.0,1.0,4.0,4.0,0.944444444,1.0,4.0,1.333333333,1.333333333,153.0,193.0,6579.0,256.0,0.0
0.0,7.0,1.0,1.0,11.0,8.0,8.0,14.0,522.0,297.0,264.0,92.0,0.0,5.0,24.0,26.0,0.9,0.14285714300000002,20.0,2.363636364,2.5,153.0,193.0,6579.0,256.0,0.0
0.0,3.0,0.0,2.0,8.0,1.0,7.0,2.0,0.0,38.0,33.0,14.0,0.523809524,1.0,12.0,8.0,0.642857143,0.875,7.0,1.0,1.0,153.0,193.0,6579.0,256.0,0.0
1.0,10.0,2.0,6.0,14.0,3.0,9.0,4.0,0.0,94.0,66.0,62.0,0.109090909,3.0,21.0,18.0,0.865384615,0.615384615,12.0,1.285714286,1.333333333,13.0,73.0,1076.0,136.0,0.0
1.0,4.0,2.0,3.0,40.0,5.0,19.0,17.0,0.0,347.0,156.0,350.0,0.14285714300000002,6.0,50.0,58.0,0.965309201,0.39024390200000003,23.0,1.45,1.210526316,13.0,73.0,1076.0,136.0,0.0
0.0,3.0,0.0,1.0,14.0,0.0,8.0,2.0,0.0,87.0,36.0,0.0,0.846153846,0.0,14.0,22.0,0.346153846,0.571428571,8.0,1.571428571,1.0,17.0,56.0,874.0,74.0,0.0
2.0,3.0,2.0,0.0,7.0,9.0,6.0,1.0,0.0,133.0,122.0,112.0,0.0,1.0,16.0,30.0,0.833333333,1.0,27.0,4.285714286,4.5,17.0,56.0,874.0,74.0,0.0
5.0,18.0,6.0,5.0,2.0,0.0,2.0,1.0,547.0,26.0,26.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,153.0,193.0,6579.0,256.0,1.0
3.0,13.0,3.0,9.0,8.0,4.0,8.0,11.0,539.0,178.0,178.0,40.0,0.46666666700000003,2.0,12.0,10.0,0.896103896,1.0,10.0,1.25,1.25,153.0,193.0,6579.0,256.0,0.0
5.0,38.0,7.0,6.0,2.0,1.0,2.0,1.0,547.0,46.0,46.0,8.0,1.0,2.0,4.0,6.0,1.0,1.0,6.0,3.0,3.0,153.0,193.0,6579.0,256.0,1.0
4.0,30.0,8.0,10.0,13.0,10.0,10.0,20.0,522.0,473.0,441.0,136.0,0.0,8.0,29.0,34.0,0.933333333,0.111111111,29.0,2.615384615,2.9,153.0,193.0,6579.0,256.0,0.0
3.0,5.0,3.0,6.0,11.0,2.0,10.0,3.0,0.0,69.0,64.0,106.0,0.2,3.0,16.0,20.0,0.8,0.9090909090000001,19.0,1.8181818180000002,1.9,153.0,193.0,6579.0,256.0,0.0
3.0,10.0,3.0,5.0,7.0,4.0,5.0,4.0,522.0,132.0,112.0,24.0,0.5,5.0,16.0,8.0,0.708333333,0.5,6.0,1.142857143,1.2,153.0,193.0,6579.0,256.0,0.0
4.0,27.0,4.0,17.0,9.0,7.0,9.0,19.0,539.0,286.0,286.0,152.0,1.0,3.0,19.0,14.0,0.842105263,1.0,14.0,1.5555555559999998,1.5555555559999998,153.0,193.0,6579.0,256.0,1.0
3.0,15.0,3.0,12.0,7.0,8.0,7.0,20.0,539.0,200.0,200.0,84.0,1.0,6.0,19.0,9.0,0.941666667,1.0,9.0,1.285714286,1.285714286,153.0,193.0,6579.0,256.0,0.0
3.0,31.0,7.0,22.0,9.0,5.0,8.0,4.0,16.0,77.0,44.0,54.0,0.28571428600000004,7.0,25.0,19.0,0.8125,0.8888888890000001,11.0,2.111111111,1.375,153.0,193.0,6579.0,256.0,0.0
5.0,17.0,6.0,25.0,1.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,1.0,5.0,6.0,2.0,0.0,1.0,2.0,2.0,2.0,153.0,193.0,6579.0,256.0,1.0
4.0,26.0,4.0,4.0,19.0,3.0,15.0,3.0,0.0,161.0,117.0,68.0,0.095588235,4.0,28.0,31.0,0.851851852,0.7777777779999999,24.0,1.631578947,1.6,17.0,56.0,874.0,74.0,0.0
3.0,13.0,3.0,4.0,19.0,3.0,15.0,3.0,0.0,161.0,117.0,68.0,0.095588235,4.0,28.0,31.0,0.851851852,0.7777777779999999,24.0,1.631578947,1.6,17.0,56.0,874.0,74.0,0.0
3.0,7.0,3.0,2.0,3.0,1.0,3.0,0.0,28.0,20.0,20.0,4.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,17.0,56.0,874.0,74.0,0.0
3.0,77.0,7.0,19.0,22.0,15.0,22.0,4.0,0.0,603.0,603.0,892.0,0.333333333,15.0,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,7.0,32.0,928.0,32.0,0.0
5.0,19.0,8.0,15.0,22.0,15.0,22.0,4.0,0.0,603.0,603.0,892.0,0.333333333,15.0,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,7.0,32.0,928.0,32.0,1.0
3.0,12.0,5.0,10.0,22.0,15.0,22.0,4.0,0.0,603.0,603.0,892.0,0.333333333,15.0,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,7.0,32.0,928.0,32.0,0.0
3.0,4.0,4.0,8.0,22.0,15.0,22.0,4.0,0.0,603.0,603.0,892.0,0.333333333,15.0,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,7.0,32.0,928.0,32.0,0.0
5.0,40.0,12.0,16.0,22.0,15.0,22.0,4.0,0.0,603.0,603.0,892.0,0.333333333,15.0,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,7.0,32.0,928.0,32.0,1.0
3.0,66.0,10.0,21.0,22.0,15.0,22.0,4.0,0.0,603.0,603.0,892.0,0.333333333,15.0,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,7.0,32.0,928.0,32.0,0.0
3.0,15.0,4.0,6.0,22.0,15.0,22.0,4.0,0.0,603.0,603.0,892.0,0.333333333,15.0,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,7.0,32.0,928.0,32.0,0.0
3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,-1.0,24.0,24.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,7.0,32.0,928.0,32.0,0.0
7.0,28.0,10.0,11.0,1.0,0.0,1.0,0.0,576.0,32.0,32.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,4.0,4.0,4.0,153.0,193.0,6579.0,256.0,1.0
7.0,32.0,10.0,15.0,1.0,1.0,1.0,0.0,576.0,35.0,35.0,0.0,1.0,3.0,3.0,5.0,0.0,1.0,5.0,5.0,5.0,153.0,193.0,6579.0,256.0,1.0
0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,-1.0,37.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,1.0,1.0,25.0,326.0,5974.0,478.0,0.0
1.0,3.0,1.0,2.0,30.0,8.0,17.0,8.0,0.0,450.0,340.0,536.0,0.194805195,8.0,40.0,64.0,0.88362069,0.380952381,50.0,2.133333333,2.9411764710000003,59.0,763.0,14143.0,1136.0,0.0
1.0,10.0,3.0,3.0,48.0,15.0,38.0,8.0,47.0,446.0,385.0,2834.0,0.18466899,16.0,82.0,73.0,0.901595745,0.7857142859999999,62.0,1.5208333330000001,1.631578947,59.0,763.0,14143.0,1136.0,0.0
0.0,18.0,2.0,2.0,92.0,43.0,68.0,20.0,10.0,1616.0,1163.0,11416.0,0.497297297,67.0,265.0,217.0,0.957142857,0.674418605,147.0,2.3586956519999998,2.161764706,59.0,763.0,14143.0,1136.0,0.0
0.0,3.0,0.0,2.0,23.0,9.0,14.0,27.0,8.0,308.0,241.0,1452.0,0.39047619,14.0,70.0,40.0,0.962962963,0.24137931,31.0,1.739130435,2.214285714,154.0,1112.0,20586.0,1786.0,0.0
0.0,5.0,0.0,0.0,9.0,4.0,6.0,4.0,9.0,81.0,55.0,162.0,0.14285714300000002,8.0,35.0,12.0,0.9375,0.5555555560000001,9.0,1.333333333,1.5,154.0,1112.0,20586.0,1786.0,0.0
1.0,3.0,1.0,2.0,6.0,2.0,3.0,3.0,0.0,30.0,15.0,16.0,0.666666667,2.0,8.0,6.0,0.8666666670000001,0.333333333,3.0,1.0,1.0,48.0,335.0,6879.0,703.0,0.0
0.0,4.0,0.0,1.0,33.0,5.0,12.0,23.0,9.0,371.0,151.0,758.0,0.322580645,9.0,60.0,33.0,0.95923913,0.261904762,12.0,1.0,1.0,48.0,335.0,6879.0,703.0,0.0
2.0,8.0,4.0,5.0,18.0,5.0,16.0,7.0,15.0,256.0,226.0,433.0,0.68627451,7.0,46.0,47.0,0.882352941,0.666666667,42.0,2.611111111,2.625,38.0,208.0,5566.0,383.0,0.0
1.0,10.0,3.0,6.0,107.0,57.0,91.0,20.0,0.0,2218.0,1997.0,17110.0,0.220120724,69.0,310.0,311.0,0.950471698,0.791666667,275.0,2.906542056,3.021978022,22.0,253.0,5906.0,345.0,0.0
0.0,6.0,0.0,3.0,9.0,2.0,8.0,2.0,0.0,68.0,63.0,34.0,0.642857143,1.0,11.0,10.0,0.5625,0.8888888890000001,9.0,1.111111111,1.125,38.0,253.0,4401.0,270.0,0.0
