ATFD_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,is_switch_statements
0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0,0.5,7.0,1.0,3.0,5.0,-1.0,53.0,39.0,55.0,0.1,4.0,13.0,8.0,0.916666667,-1.0,6.0,1.142857143,1.2,7.0,47.0,439.0,53.0,0.0
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,4.0,10.0,22.0,111.0,377.0,310.0,1214.0,0.057142857000000005,32.0,208.0,61.0,0.943965517,0.681818182,51.0,2.0333333330000003,2.3181818180000002,38.0,198.0,4223.0,240.0,0.0
0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,-1.0,1.0,1.0,1.0,38.0,198.0,4223.0,240.0,0.0
0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,0.0,-1.0,1.0,1.0,1.0,18.0,102.0,1212.0,120.0,0.0
0.0,1.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,10.0,14.0,8.0,197.0,179.0,640.0,0.305555556,10.0,41.0,31.0,0.855555556,1.0,28.0,1.9375,2.0,4.0,27.0,516.0,29.0,0.0
0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,6.0,4.0,0.0,66.0,44.0,77.0,0.5,9.0,18.0,10.0,0.75,0.75,8.0,2.0,2.0,17.0,82.0,906.0,90.0,0.0
0.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,129.0,22.0,25.0,72.0,-1.0,1243.0,834.0,11362.0,0.028635682000000003,28.0,207.0,269.0,0.9859730109999999,-1.0,178.0,2.085271318,2.472222222,34.0,523.0,6037.0,728.0,0.0
0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,9.0,9.0,3.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,34.0,523.0,6037.0,728.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,64.0,-1.0,225.0,202.0,0.0,0.0,13.0,68.0,68.0,1.014925373,0.0,64.0,1.0,1.0,34.0,523.0,6037.0,728.0,0.0
0.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4.0,14.0,71.0,0.0,1327.0,1327.0,1192.0,0.000426257,8.0,96.0,186.0,1.0,0.971830986,186.0,2.61971831,2.61971831,50.0,388.0,8258.0,437.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,-1.0,19.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,50.0,388.0,8258.0,437.0,0.0
0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,9.0,5.0,9.0,9.0,17.0,77.0,77.0,152.0,0.166666667,12.0,30.0,12.0,0.9375,1.0,12.0,1.333333333,1.333333333,74.0,380.0,5031.0,435.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,18.0,108.0,1339.0,136.0,0.0
0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,10.0,5.0,86.0,74.0,80.0,0.527272727,4.0,22.0,20.0,0.818181818,0.7692307690000001,18.0,1.6666666669999999,1.8,18.0,108.0,1339.0,136.0,0.0
-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,83.0,83.0,0.0,0.0,6.0,11.0,11.0,0.0,0.0,11.0,1.0,1.0,18.0,108.0,1339.0,136.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,-1.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,59.0,322.0,6298.0,410.0,0.0
0.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,27.0,17.0,6.0,0.0,1.0,6.0,5.0,1.0,0.6,3.0,1.0,1.0,30.0,76.0,1343.0,128.0,0.0
0.0,2.0,18.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,14.0,0.0,2.0,7.0,539.0,271.0,114.0,108.0,0.0,2.0,16.0,26.0,0.934065934,0.333333333,13.0,1.857142857,1.857142857,10.0,35.0,646.0,47.0,0.0
0.0,3.0,18.0,4.0,2.0,6.0,1.0,2.0,8.0,4.0,4.0,0.5,12.0,2.0,12.0,10.0,536.0,239.0,227.0,358.0,0.41666666700000005,13.0,37.0,20.0,0.931818182,1.0,18.0,1.6666666669999999,1.8,23.0,60.0,1234.0,72.0,0.0
0.0,5.0,23.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,0.0,51.0,51.0,30.0,1.0,6.0,12.0,8.0,0.0,1.0,8.0,4.0,4.0,18.0,102.0,1212.0,120.0,0.0
0.0,4.0,14.0,4.0,2.0,6.0,1.0,3.0,8.0,4.0,4.0,0.75,14.0,1.0,3.0,11.0,27.0,95.0,77.0,140.0,0.0,7.0,41.0,23.0,0.846153846,0.8,18.0,1.642857143,1.636363636,18.0,102.0,1212.0,120.0,0.0
3.0,4.0,41.0,4.0,8.0,22.0,0.5,6.0,10.0,3.0,12.0,0.5,16.0,7.0,10.0,14.0,8.0,197.0,179.0,640.0,0.305555556,10.0,41.0,31.0,0.855555556,1.0,28.0,1.9375,2.0,4.0,27.0,516.0,29.0,1.0
2.0,4.0,47.0,7.0,8.0,25.0,0.666666667,4.0,8.0,4.0,7.0,0.571428571,23.0,53.0,26.0,14.0,-1.0,530.0,314.0,897.0,0.169590643,27.0,108.0,138.0,0.942815249,-1.0,68.0,6.0,4.8571428569999995,34.0,523.0,6037.0,728.0,0.0
0.0,4.0,25.0,5.0,6.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,99.0,18.0,29.0,85.0,-1.0,1186.0,1081.0,13341.0,0.013955617,29.0,216.0,191.0,0.976530612,-1.0,173.0,1.929292929,2.035294118,34.0,523.0,6037.0,728.0,0.0
1.0,5.0,32.0,8.0,4.0,8.0,1.0,2.0,8.0,3.0,4.0,0.5,19.0,1.0,2.0,14.0,0.0,208.0,114.0,184.0,0.1,2.0,25.0,37.0,0.976851852,0.705882353,22.0,1.947368421,1.571428571,34.0,523.0,6037.0,728.0,0.0
2.0,4.0,43.0,5.0,10.0,13.0,0.333333333,2.0,4.0,1.0,2.0,1.0,48.0,17.0,25.0,39.0,534.0,1116.0,1063.0,1992.0,0.054054054000000004,23.0,104.0,115.0,0.994877857,0.402777778,105.0,2.395833333,2.692307692,50.0,388.0,8258.0,437.0,0.0
6.0,4.0,57.0,12.0,8.0,14.0,0.166666667,5.0,14.0,1.0,8.0,0.625,48.0,17.0,25.0,39.0,534.0,1116.0,1063.0,1992.0,0.054054054000000004,23.0,104.0,115.0,0.994877857,0.402777778,105.0,2.395833333,2.692307692,50.0,388.0,8258.0,437.0,0.0
1.0,4.0,24.0,5.0,7.0,8.0,0.0,1.0,4.0,0.0,2.0,0.5,71.0,4.0,14.0,71.0,0.0,1327.0,1327.0,1192.0,0.000426257,8.0,96.0,186.0,1.0,0.971830986,186.0,2.61971831,2.61971831,50.0,388.0,8258.0,437.0,0.0
0.0,4.0,14.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.0,25.0,0.0,615.0,615.0,292.0,0.003952569,2.0,30.0,100.0,1.0,0.92,100.0,4.0,4.0,50.0,388.0,8258.0,437.0,0.0
0.0,4.0,53.0,9.0,15.0,17.0,1.0,5.0,20.0,2.0,10.0,0.5,9.0,2.0,10.0,9.0,15.0,158.0,158.0,346.0,0.666666667,10.0,36.0,24.0,0.6875,1.0,24.0,2.666666667,2.666666667,74.0,380.0,5031.0,435.0,0.0
2.0,5.0,28.0,5.0,6.0,9.0,0.5,4.0,16.0,1.0,8.0,0.5,8.0,4.0,8.0,8.0,17.0,131.0,131.0,320.0,0.14285714300000002,11.0,30.0,16.0,0.7142857140000001,1.0,16.0,2.0,2.0,74.0,380.0,5031.0,435.0,0.0
6.0,4.0,49.0,10.0,11.0,19.0,0.14285714300000002,5.0,20.0,1.0,11.0,0.454545455,8.0,10.0,12.0,8.0,15.0,132.0,132.0,386.0,0.47619047600000003,14.0,45.0,21.0,0.7857142859999999,1.0,21.0,2.625,2.625,74.0,380.0,5031.0,435.0,1.0
2.0,5.0,44.0,8.0,10.0,18.0,0.8,6.0,12.0,4.0,8.0,0.75,18.0,14.0,21.0,17.0,15.0,660.0,647.0,1100.0,0.7142857140000001,15.0,67.0,67.0,0.889705882,1.0,66.0,3.722222222,3.882352941,74.0,380.0,5031.0,435.0,0.0
4.0,4.0,40.0,6.0,6.0,13.0,0.428571429,6.0,12.0,3.0,11.0,0.545454545,11.0,4.0,8.0,9.0,21.0,134.0,117.0,248.0,0.28571428600000004,14.0,38.0,21.0,0.9,0.833333333,18.0,1.9090909090000001,2.0,74.0,380.0,5031.0,435.0,0.0
1.0,4.0,14.0,4.0,3.0,6.0,0.5,1.0,2.0,1.0,1.0,1.0,12.0,1.0,1.0,10.0,5.0,86.0,74.0,80.0,0.527272727,4.0,22.0,20.0,0.818181818,0.7692307690000001,18.0,1.6666666669999999,1.8,18.0,108.0,1339.0,136.0,0.0
0.0,4.0,26.0,11.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,14.0,21.0,71.0,516.0,1350.0,995.0,9678.0,0.071103983,23.0,185.0,277.0,0.980277902,0.6,203.0,2.826530612,2.85915493,59.0,322.0,6298.0,410.0,0.0
4.0,4.0,77.0,19.0,9.0,17.0,0.428571429,7.0,14.0,3.0,12.0,0.583333333,98.0,14.0,21.0,71.0,516.0,1350.0,995.0,9678.0,0.071103983,23.0,185.0,277.0,0.980277902,0.6,203.0,2.826530612,2.85915493,59.0,322.0,6298.0,410.0,1.0
15.0,5.0,52.0,10.0,2.0,20.0,0.0,3.0,4.0,0.0,4.0,0.75,1.0,15.0,3.0,1.0,0.0,57.0,57.0,8.0,1.0,4.0,5.0,10.0,0.0,1.0,10.0,10.0,10.0,23.0,60.0,1234.0,72.0,1.0
3.0,6.0,47.0,11.0,8.0,19.0,0.0,4.0,17.0,0.0,9.0,0.444444444,123.0,50.0,138.0,94.0,77.0,1957.0,1669.0,51801.0,0.012612613,145.0,571.0,273.0,0.9921068609999999,0.404145078,234.0,2.219512195,2.489361702,38.0,198.0,4223.0,240.0,0.0
6.0,6.0,161.0,20.0,18.0,27.0,0.166666667,8.0,34.0,1.0,22.0,0.363636364,9.0,7.0,8.0,9.0,0.0,236.0,236.0,302.0,0.0,11.0,35.0,33.0,0.875,1.0,33.0,3.666666667,3.666666667,4.0,27.0,516.0,29.0,1.0
1.0,6.0,88.0,28.0,10.0,41.0,0.0,3.0,12.0,0.0,6.0,0.5,42.0,1.0,5.0,12.0,0.0,381.0,145.0,1016.0,0.08502024300000001,6.0,62.0,70.0,0.939837398,0.26829268300000003,40.0,1.6666666669999999,3.333333333,34.0,523.0,6037.0,728.0,1.0
5.0,6.0,183.0,5.0,13.0,30.0,0.692307692,9.0,20.0,9.0,13.0,0.692307692,48.0,17.0,25.0,39.0,534.0,1116.0,1063.0,1992.0,0.054054054000000004,23.0,104.0,115.0,0.994877857,0.402777778,105.0,2.395833333,2.692307692,50.0,388.0,8258.0,437.0,1.0
0.0,6.0,73.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4.0,14.0,71.0,0.0,1327.0,1327.0,1192.0,0.000426257,8.0,96.0,186.0,1.0,0.971830986,186.0,2.61971831,2.61971831,50.0,388.0,8258.0,437.0,0.0
0.0,7.0,49.0,12.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.0,25.0,0.0,615.0,615.0,292.0,0.003952569,2.0,30.0,100.0,1.0,0.92,100.0,4.0,4.0,50.0,388.0,8258.0,437.0,1.0
0.0,7.0,63.0,11.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.0,25.0,0.0,615.0,615.0,292.0,0.003952569,2.0,30.0,100.0,1.0,0.92,100.0,4.0,4.0,50.0,388.0,8258.0,437.0,1.0
0.0,6.0,163.0,29.0,12.0,25.0,1.0,0.0,0.0,4.0,0.0,0.0,90.0,0.0,1.0,83.0,0.0,2829.0,2637.0,54.0,0.042455535999999995,1.0,91.0,252.0,0.971910112,0.845070423,242.0,2.8,2.9156626510000003,50.0,388.0,8258.0,437.0,1.0
1.0,7.0,53.0,12.0,12.0,15.0,1.0,4.0,12.0,1.0,7.0,0.571428571,4.0,2.0,6.0,4.0,15.0,91.0,91.0,94.0,1.0,6.0,19.0,16.0,0.333333333,1.0,16.0,4.0,4.0,74.0,380.0,5031.0,435.0,1.0
1.0,6.0,107.0,22.0,26.0,32.0,0.666666667,6.0,12.0,2.0,10.0,0.6,18.0,14.0,21.0,17.0,15.0,660.0,647.0,1100.0,0.7142857140000001,15.0,67.0,67.0,0.889705882,1.0,66.0,3.722222222,3.882352941,74.0,380.0,5031.0,435.0,1.0
2.0,6.0,73.0,11.0,20.0,24.0,0.0,7.0,18.0,0.0,13.0,0.538461538,2.0,3.0,7.0,2.0,0.0,81.0,81.0,54.0,0.0,9.0,15.0,12.0,0.0,1.0,12.0,6.0,6.0,74.0,380.0,5031.0,435.0,0.0
0.0,6.0,53.0,8.0,12.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,5.0,0.0,170.0,170.0,58.0,0.666666667,2.0,10.0,24.0,0.8125,0.666666667,24.0,4.8,4.8,18.0,108.0,1339.0,136.0,1.0
0.0,6.0,50.0,15.0,10.0,13.0,1.0,2.0,6.0,1.0,3.0,0.666666667,98.0,14.0,21.0,71.0,516.0,1350.0,995.0,9678.0,0.071103983,23.0,185.0,277.0,0.980277902,0.6,203.0,2.826530612,2.85915493,59.0,322.0,6298.0,410.0,1.0
2.0,6.0,31.0,6.0,10.0,14.0,0.666666667,2.0,6.0,2.0,4.0,0.5,17.0,11.0,10.0,16.0,3.0,323.0,274.0,650.0,0.022222222000000003,18.0,53.0,43.0,0.9464285709999999,0.9090909090000001,37.0,2.529411765,2.3125,5.0,23.0,391.0,26.0,0.0
4.0,6.0,56.0,8.0,11.0,22.0,0.7777777779999999,6.0,18.0,7.0,9.0,0.666666667,17.0,11.0,10.0,16.0,3.0,323.0,274.0,650.0,0.022222222000000003,18.0,53.0,43.0,0.9464285709999999,0.9090909090000001,37.0,2.529411765,2.3125,5.0,23.0,391.0,26.0,0.0
0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,106.0,25.0,29.0,0.0,1371.0,1371.0,4344.0,0.0,27.0,87.0,328.0,0.7232142859999999,1.0,328.0,11.31034483,11.31034483,8.0,97.0,2639.0,106.0,0.0
0.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,106.0,25.0,29.0,0.0,1371.0,1371.0,4344.0,0.0,27.0,87.0,328.0,0.7232142859999999,1.0,328.0,11.31034483,11.31034483,8.0,97.0,2639.0,106.0,0.0
0.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,106.0,25.0,29.0,0.0,1371.0,1371.0,4344.0,0.0,27.0,87.0,328.0,0.7232142859999999,1.0,328.0,11.31034483,11.31034483,8.0,97.0,2639.0,106.0,0.0
0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,106.0,25.0,29.0,0.0,1371.0,1371.0,4344.0,0.0,27.0,87.0,328.0,0.7232142859999999,1.0,328.0,11.31034483,11.31034483,8.0,97.0,2639.0,106.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,25.0,11.0,14.0,24.0,0.0,312.0,304.0,670.0,0.833333333,15.0,41.0,62.0,0.7013888890000001,0.923076923,61.0,2.48,2.541666667,8.0,97.0,2639.0,106.0,0.0
0.0,2.0,16.0,2.0,3.0,6.0,1.0,2.0,4.0,3.0,2.0,1.0,25.0,11.0,14.0,24.0,0.0,312.0,304.0,670.0,0.833333333,15.0,41.0,62.0,0.7013888890000001,0.923076923,61.0,2.48,2.541666667,8.0,97.0,2639.0,106.0,0.0
0.0,2.0,7.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,25.0,11.0,14.0,24.0,0.0,312.0,304.0,670.0,0.833333333,15.0,41.0,62.0,0.7013888890000001,0.923076923,61.0,2.48,2.541666667,8.0,97.0,2639.0,106.0,0.0
0.0,2.0,9.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,2.0,1.0,24.0,0.0,590.0,550.0,72.0,0.19166666699999999,3.0,34.0,174.0,0.7771260999999999,0.578947368,166.0,5.4375,6.916666667,8.0,97.0,2639.0,106.0,0.0
0.0,1.0,3.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,32.0,2.0,1.0,24.0,0.0,590.0,550.0,72.0,0.19166666699999999,3.0,34.0,174.0,0.7771260999999999,0.578947368,166.0,5.4375,6.916666667,8.0,97.0,2639.0,106.0,0.0
0.0,2.0,11.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,0.0,24.0,0.0,669.0,669.0,0.0,0.0,1.0,24.0,251.0,1.0,0.923076923,251.0,10.45833333,10.45833333,5.0,33.0,943.0,34.0,0.0
1.0,1.0,12.0,1.0,9.0,18.0,0.8888888890000001,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,76.0,76.0,8.0,1.0,2.0,3.0,2.0,2.0,0.2,2.0,1.0,1.0,32.0,40.0,1690.0,42.0,0.0
0.0,1.0,5.0,1.0,3.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,22.0,22.0,0.0,1.0,0.0,2.0,2.0,2.0,0.4,2.0,1.0,1.0,32.0,40.0,1690.0,42.0,0.0
0.0,1.0,7.0,1.0,5.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.166666667,1.0,1.0,1.0,32.0,40.0,1690.0,42.0,0.0
1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,173.0,4.0,31.0,0.0,828.0,828.0,1106.0,0.0,36.0,44.0,213.0,0.666666667,1.0,213.0,6.870967742,6.870967742,3.0,54.0,1422.0,54.0,0.0
7.0,2.0,12.0,3.0,3.0,11.0,0.125,0.0,0.0,1.0,0.0,0.0,31.0,173.0,4.0,31.0,0.0,828.0,828.0,1106.0,0.0,36.0,44.0,213.0,0.666666667,1.0,213.0,6.870967742,6.870967742,3.0,54.0,1422.0,54.0,0.0
2.0,1.0,9.0,1.0,5.0,8.0,0.333333333,2.0,4.0,1.0,2.0,1.0,31.0,173.0,4.0,31.0,0.0,828.0,828.0,1106.0,0.0,36.0,44.0,213.0,0.666666667,1.0,213.0,6.870967742,6.870967742,3.0,54.0,1422.0,54.0,0.0
0.0,3.0,10.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,21.0,44.0,31.0,21.0,0.0,569.0,569.0,764.0,1.0,35.0,53.0,91.0,0.9117647059999999,1.0,91.0,4.333333333,4.333333333,3.0,54.0,1422.0,54.0,0.0
0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,21.0,44.0,31.0,21.0,0.0,569.0,569.0,764.0,1.0,35.0,53.0,91.0,0.9117647059999999,1.0,91.0,4.333333333,4.333333333,3.0,54.0,1422.0,54.0,0.0
0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,21.0,44.0,31.0,21.0,0.0,569.0,569.0,764.0,1.0,35.0,53.0,91.0,0.9117647059999999,1.0,91.0,4.333333333,4.333333333,3.0,54.0,1422.0,54.0,0.0
5.0,5.0,40.0,10.0,2.0,16.0,0.583333333,4.0,14.0,7.0,8.0,0.5,29.0,106.0,25.0,29.0,0.0,1371.0,1371.0,4344.0,0.0,27.0,87.0,328.0,0.7232142859999999,1.0,328.0,11.31034483,11.31034483,8.0,97.0,2639.0,106.0,0.0
43.0,5.0,96.0,20.0,12.0,56.0,0.022727273,0.0,0.0,1.0,0.0,0.0,10.0,96.0,1.0,10.0,0.0,243.0,243.0,16.0,1.0,28.0,12.0,47.0,0.481481481,1.0,47.0,4.7,4.7,8.0,97.0,2639.0,106.0,1.0
14.0,5.0,104.0,33.0,11.0,26.0,0.066666667,1.0,2.0,1.0,1.0,1.0,5.0,14.0,1.0,5.0,0.0,174.0,174.0,10.0,0.1,1.0,6.0,45.0,0.75,1.0,45.0,9.0,9.0,5.0,33.0,943.0,34.0,1.0
56.0,6.0,523.0,139.0,25.0,105.0,0.3,7.0,38.0,24.0,19.0,0.36842105299999994,29.0,106.0,25.0,29.0,0.0,1371.0,1371.0,4344.0,0.0,27.0,87.0,328.0,0.7232142859999999,1.0,328.0,11.31034483,11.31034483,8.0,97.0,2639.0,106.0,1.0
83.0,6.0,257.0,75.0,16.0,101.0,0.023529412000000003,3.0,10.0,2.0,5.0,0.6,31.0,173.0,4.0,31.0,0.0,828.0,828.0,1106.0,0.0,36.0,44.0,213.0,0.666666667,1.0,213.0,6.870967742,6.870967742,3.0,54.0,1422.0,54.0,1.0
47.0,10.0,103.0,43.0,17.0,65.0,0.020833333,1.0,2.0,1.0,1.0,1.0,31.0,173.0,4.0,31.0,0.0,828.0,828.0,1106.0,0.0,36.0,44.0,213.0,0.666666667,1.0,213.0,6.870967742,6.870967742,3.0,54.0,1422.0,54.0,1.0
6.0,6.0,125.0,21.0,20.0,26.0,0.0,2.0,4.0,0.0,2.0,1.0,21.0,44.0,31.0,21.0,0.0,569.0,569.0,764.0,1.0,35.0,53.0,91.0,0.9117647059999999,1.0,91.0,4.333333333,4.333333333,3.0,54.0,1422.0,54.0,1.0
0.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,161.0,10.0,16.0,78.0,26.0,1585.0,792.0,19816.0,0.13481953300000002,36.0,296.0,174.0,0.986569149,0.490196078,89.0,1.080745342,1.141025641,184.0,2134.0,45362.0,3035.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,1.0,14.0,0.0,146.0,120.0,263.0,0.46666666700000003,6.0,29.0,17.0,0.65625,0.8125,14.0,1.0,1.0,184.0,2134.0,45362.0,3035.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,171.0,11.0,24.0,89.0,-1.0,1536.0,749.0,26311.0,0.00178215,46.0,285.0,198.0,0.993014706,-1.0,106.0,1.1578947370000001,1.191011236,184.0,2134.0,45362.0,3035.0,0.0
1.0,2.0,16.0,2.0,4.0,4.0,0.0,3.0,10.0,0.0,5.0,0.6,5.0,2.0,3.0,5.0,2.0,55.0,55.0,58.0,0.0,6.0,13.0,6.0,1.0,1.0,6.0,1.2,1.2,184.0,2134.0,45362.0,3035.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,71.0,12.0,10.0,33.0,0.0,766.0,427.0,7564.0,0.072727273,27.0,145.0,92.0,0.9928571429999999,0.44285714299999995,53.0,1.2957746479999999,1.606060606,74.0,1060.0,22173.0,1956.0,0.0
