NOM_type,LOC_type,LOCNAMM_type,TCC_type,RFC_type,WMC_type,LCOM5_type,AMW_type,NOMNAMM_package,LOC_package,NOM_package,number_not_abstract_not_final_methods,number_not_final_not_static_methods,is_data_class
9.0,177.0,161.0,0.535714,9.0,31.0,0.953571,3.4444440000000003,30.0,1005.0,38.0,9.0,8.0,0.0
1.0,42.0,42.0,1.0,1.0,7.0,0.0,7.0,16.0,197.0,16.0,2.0,2.0,0.0
47.0,1008.0,965.0,0.398671,115.0,122.0,0.917391,2.595745,289.0,2130.0,306.0,47.0,47.0,1.0
11.0,83.0,43.0,0.14285699999999998,11.0,11.0,0.9,1.0,154.0,4404.0,202.0,11.0,11.0,1.0
1.0,17.0,1.0,1.0,1.0,2.0,0.0,2.0,1378.0,36313.0,1878.0,1.0,1.0,0.0
11.0,1257.0,1248.0,1.0,43.0,293.0,0.722222,26.636364,1184.0,31219.0,1423.0,11.0,11.0,0.0
43.0,1958.0,1958.0,0.333333,210.0,251.0,0.94958,5.837209,166.0,5176.0,173.0,43.0,43.0,0.0
105.0,1950.0,1339.0,0.04601,154.0,263.0,0.9930469999999999,2.504762,592.0,13290.0,817.0,105.0,89.0,0.0
15.0,147.0,53.0,0.21978000000000003,21.0,17.0,0.867347,1.133333,196.0,3478.0,218.0,15.0,15.0,1.0
7.0,21.0,3.0,0.2,7.0,7.0,0.833333,1.0,197.0,3877.0,376.0,7.0,7.0,0.0
8.0,81.0,39.0,0.2,8.0,8.0,0.857143,1.0,63.0,2505.0,75.0,8.0,8.0,0.0
6.0,24.0,24.0,0.2,6.0,6.0,0.8,1.0,23.0,423.0,87.0,7.0,7.0,0.0
7.0,21.0,3.0,0.2,7.0,7.0,0.833333,1.0,197.0,3877.0,376.0,7.0,7.0,1.0
8.0,100.0,64.0,0.380952,19.0,13.0,0.8857139999999999,1.625,56.0,1645.0,81.0,8.0,8.0,0.0
8.0,47.0,47.0,0.14285699999999998,8.0,8.0,0.857143,1.0,26.0,817.0,116.0,9.0,9.0,0.0
8.0,49.0,25.0,0.14285699999999998,8.0,8.0,0.857143,1.0,14.0,419.0,21.0,9.0,9.0,1.0
1.0,13.0,13.0,1.0,42.0,1.0,0.0,1.0,71.0,1801.0,106.0,1.0,1.0,0.0
18.0,1172.0,1172.0,0.461538,71.0,238.0,0.894958,13.222222,399.0,14229.0,466.0,18.0,0.0,0.0
31.0,287.0,44.0,0.045977,37.0,35.0,0.9595239999999999,1.129032,38.0,863.0,73.0,32.0,31.0,0.0
1.0,71.0,71.0,1.0,5.0,1.0,0.0,1.0,58.0,3667.0,65.0,1.0,1.0,0.0
7.0,20.0,2.0,0.2,7.0,7.0,0.666667,1.0,197.0,3877.0,376.0,7.0,7.0,1.0
76.0,2345.0,2147.0,0.405045,420.0,393.0,0.9610879999999999,5.171053,2644.0,73431.0,3557.0,76.0,76.0,0.0
88.0,1210.0,1063.0,0.14694400000000002,132.0,176.0,0.985925,2.0,2231.0,50650.0,2992.0,88.0,87.0,1.0
8.0,5349.0,5349.0,0.0,134.0,185.0,1.0,23.125,113.0,6405.0,121.0,8.0,3.0,0.0
1.0,43.0,43.0,1.0,4.0,1.0,0.0,1.0,1168.0,29751.0,1195.0,1.0,1.0,0.0
7.0,65.0,65.0,0.9523809999999999,46.0,13.0,0.5,1.857143,171.0,1752.0,182.0,7.0,7.0,0.0
17.0,97.0,1.0,0.06666699999999999,17.0,17.0,0.9375,1.0,49.0,1904.0,71.0,17.0,17.0,1.0
23.0,1054.0,1030.0,0.49090900000000004,86.0,192.0,0.8272729999999999,8.347826,301.0,10173.0,328.0,23.0,23.0,0.0
4.0,29.0,29.0,1.0,6.0,4.0,0.0,1.0,12.0,148.0,12.0,4.0,4.0,0.0
5.0,26.0,15.0,0.2,7.0,6.0,0.75,1.2,12.0,87.0,17.0,5.0,5.0,0.0
7.0,29.0,29.0,0.2,7.0,7.0,0.833333,1.0,327.0,1934.0,410.0,7.0,7.0,0.0
2.0,8.0,8.0,1.0,2.0,2.0,0.0,1.0,41.0,928.0,41.0,2.0,2.0,0.0
1.0,8.0,8.0,1.0,1.0,1.0,0.0,1.0,36.0,292.0,36.0,1.0,1.0,0.0
6.0,23.0,23.0,0.2,6.0,6.0,0.8,1.0,16.0,210.0,49.0,6.0,6.0,1.0
1.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,25.0,613.0,28.0,2.0,2.0,0.0
18.0,1097.0,1097.0,0.269231,61.0,286.0,0.882353,15.888889,277.0,7963.0,322.0,19.0,19.0,0.0
9.0,43.0,43.0,0.28571399999999997,9.0,11.0,0.875,1.222222,319.0,3615.0,375.0,9.0,9.0,0.0
8.0,47.0,17.0,0.2,8.0,8.0,0.857143,1.0,21.0,758.0,39.0,8.0,8.0,1.0
100.0,3545.0,3446.0,0.500947,212.0,481.0,0.956083,4.81,233.0,10160.0,347.0,70.0,63.0,0.0
1.0,20.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,120.0,6.0,1.0,1.0,0.0
73.0,6908.0,6908.0,0.006036,396.0,496.0,0.9444440000000001,6.7945210000000005,121.0,10893.0,123.0,73.0,73.0,1.0
7.0,91.0,49.0,0.0,7.0,7.0,1.0,1.0,40.0,1908.0,62.0,7.0,7.0,0.0
5.0,214.0,214.0,1.0,51.0,29.0,0.0,5.8,41.0,1004.0,41.0,5.0,5.0,0.0
10.0,227.0,169.0,0.11111099999999999,15.0,17.0,1.0,1.7,176.0,2771.0,208.0,10.0,10.0,0.0
68.0,1867.0,1826.0,0.219373,197.0,184.0,0.992743,2.705882,263.0,5748.0,334.0,68.0,46.0,1.0
42.0,204.0,204.0,0.024390000000000002,42.0,42.0,0.984991,1.0,426.0,5272.0,1009.0,43.0,43.0,1.0
14.0,214.0,174.0,0.076923,19.0,15.0,0.9038459999999999,1.0714290000000002,11.0,214.0,14.0,14.0,13.0,0.0
2.0,44.0,44.0,0.0,2.0,3.0,0.0,1.5,50.0,1207.0,69.0,2.0,0.0,0.0
36.0,818.0,818.0,0.0017829999999999999,38.0,118.0,0.985714,3.277778,64.0,1401.0,74.0,34.0,0.0,0.0
31.0,1881.0,1858.0,0.428571,116.0,74.0,0.9818180000000001,2.3870970000000002,332.0,4772.0,380.0,31.0,31.0,1.0
34.0,2633.0,2410.0,0.501894,219.0,442.0,0.692037,13.0,301.0,10173.0,328.0,34.0,34.0,0.0
65.0,2137.0,2127.0,0.335994,126.0,464.0,0.9454370000000001,7.138462,63.0,2137.0,65.0,65.0,57.0,1.0
69.0,2133.0,1949.0,0.47399399999999997,189.0,330.0,0.941816,4.782609,271.0,4932.0,336.0,69.0,68.0,1.0
38.0,1241.0,1241.0,0.45849799999999996,212.0,121.0,0.9226040000000001,3.184211,166.0,5176.0,173.0,38.0,38.0,0.0
29.0,1101.0,1005.0,0.471429,128.0,262.0,0.947368,9.034483,404.0,11914.0,472.0,27.0,26.0,0.0
8.0,47.0,11.0,0.14285699999999998,8.0,8.0,0.857143,1.0,26.0,817.0,116.0,9.0,9.0,1.0
12.0,131.0,17.0,0.611111,25.0,21.0,0.681818,1.75,484.0,11604.0,580.0,12.0,12.0,1.0
4.0,196.0,196.0,0.0,15.0,8.0,0.0,2.0,106.0,993.0,111.0,4.0,0.0,0.0
8.0,18.0,18.0,0.14285699999999998,8.0,8.0,0.857143,1.0,180.0,3199.0,232.0,8.0,8.0,1.0
59.0,1097.0,957.0,0.12010799999999999,96.0,203.0,0.9709049999999999,3.4406779999999997,341.0,6130.0,466.0,59.0,59.0,0.0
19.0,1268.0,1217.0,0.28571399999999997,181.0,257.0,1.0,13.526316,2196.0,69768.0,2620.0,19.0,16.0,0.0
11.0,107.0,67.0,0.418182,11.0,11.0,0.8,1.0,106.0,993.0,111.0,12.0,12.0,1.0
45.0,1065.0,1033.0,0.25243899999999997,94.0,200.0,0.9350649999999999,4.444444,839.0,16067.0,1014.0,45.0,45.0,0.0
50.0,3600.0,3405.0,0.272895,80.0,296.0,0.980867,5.92,277.0,7963.0,322.0,46.0,41.0,1.0
1.0,5.0,0.0,1.0,28.0,1.0,0.0,1.0,171.0,1752.0,182.0,2.0,2.0,0.0
1.0,27.0,27.0,1.0,888.0,1.0,0.0,1.0,1182.0,32189.0,1188.0,1.0,1.0,0.0
12.0,164.0,79.0,0.30303,13.0,21.0,0.857143,1.75,47.0,762.0,77.0,13.0,13.0,1.0
7.0,135.0,135.0,0.0,20.0,20.0,0.0,2.857143,129.0,2768.0,165.0,1.0,0.0,0.0
39.0,1699.0,1676.0,0.334454,220.0,228.0,0.966507,5.846154,75.0,2325.0,89.0,39.0,36.0,1.0
33.0,1801.0,1668.0,0.301075,145.0,182.0,0.956782,5.515152,360.0,17417.0,425.0,31.0,31.0,1.0
9.0,34.0,10.0,0.0,11.0,11.0,1.0,1.222222,64.0,1401.0,74.0,9.0,9.0,1.0
11.0,23.0,23.0,0.177778,11.0,11.0,0.85,1.0,180.0,3199.0,232.0,11.0,11.0,0.0
14.0,52.0,52.0,0.090909,14.0,14.0,0.923077,1.0,92.0,1154.0,172.0,14.0,14.0,1.0
395.0,4130.0,4124.0,0.000169,584.0,938.0,1.0,2.374684,957.0,19269.0,1001.0,394.0,8.0,0.0
7.0,44.0,44.0,0.0,8.0,9.0,0.0,1.285714,12.0,87.0,17.0,7.0,7.0,0.0
1.0,65.0,65.0,1.0,1.0,1.0,0.0,1.0,124.0,2575.0,154.0,1.0,1.0,0.0
23.0,292.0,69.0,0.044118,23.0,23.0,0.9685309999999999,1.0,5.0,475.0,43.0,23.0,23.0,1.0
12.0,56.0,1.0,0.090909,12.0,12.0,0.924242,1.0,247.0,5146.0,397.0,12.0,12.0,1.0
9.0,429.0,429.0,0.642857,75.0,50.0,0.78125,5.555556,165.0,9721.0,166.0,9.0,9.0,0.0
5.0,95.0,75.0,0.6,27.0,9.0,0.75,1.8,56.0,1645.0,81.0,5.0,5.0,0.0
21.0,335.0,121.0,0.06666699999999999,21.0,21.0,0.95,1.0,888.0,26974.0,1159.0,21.0,21.0,1.0
1.0,4.0,4.0,1.0,49.0,1.0,0.0,1.0,72.0,701.0,72.0,1.0,1.0,0.0
2.0,21.0,21.0,1.0,22.0,2.0,0.0,1.0,143.0,3130.0,157.0,2.0,2.0,0.0
1.0,65.0,65.0,1.0,1.0,1.0,0.0,1.0,124.0,2575.0,154.0,1.0,1.0,0.0
1.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0,8.0,43.0,8.0,1.0,1.0,0.0
7.0,87.0,51.0,0.0,8.0,13.0,1.0,1.857143,431.0,6490.0,667.0,7.0,7.0,1.0
6.0,107.0,55.0,0.0,6.0,7.0,1.0,1.166667,1378.0,36313.0,1878.0,6.0,6.0,0.0
12.0,131.0,17.0,0.611111,25.0,21.0,0.681818,1.75,484.0,11604.0,580.0,12.0,12.0,0.0
19.0,1268.0,1217.0,0.28571399999999997,181.0,257.0,1.0,13.526316,2196.0,69768.0,2620.0,19.0,16.0,1.0
2.0,15.0,15.0,1.0,51.0,2.0,1.0,1.0,72.0,701.0,72.0,2.0,2.0,0.0
15.0,97.0,17.0,0.089744,15.0,15.0,0.9285709999999999,1.0,21.0,758.0,39.0,15.0,15.0,0.0
1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,235.0,2888.0,235.0,1.0,1.0,0.0
10.0,22.0,22.0,0.11111099999999999,10.0,10.0,0.8888889999999999,1.0,8.0,62.0,30.0,11.0,11.0,0.0
5.0,49.0,49.0,0.1,44.0,8.0,0.75,1.6,171.0,1752.0,182.0,5.0,5.0,0.0
10.0,47.0,2.0,0.11111099999999999,10.0,10.0,0.911111,1.0,247.0,5146.0,397.0,10.0,10.0,0.0
65.0,1600.0,1489.0,0.260652,166.0,235.0,0.9263389999999999,3.615385,153.0,3146.0,195.0,10.0,14.0,0.0
1.0,35.0,35.0,1.0,52.0,5.0,0.0,5.0,72.0,701.0,72.0,1.0,1.0,0.0
14.0,178.0,108.0,0.12121199999999999,39.0,33.0,0.942308,2.357143,48.0,1803.0,162.0,14.0,14.0,1.0
22.0,161.0,44.0,0.1,22.0,23.0,0.9880950000000001,1.045455,23.0,687.0,46.0,22.0,22.0,1.0
64.0,1371.0,1286.0,0.088627,241.0,247.0,0.9658120000000001,3.859375,280.0,7044.0,294.0,64.0,63.0,1.0
7.0,272.0,96.0,0.6,21.0,25.0,0.8888889999999999,3.571429,214.0,2913.0,322.0,7.0,7.0,0.0
10.0,2084.0,2043.0,0.277778,237.0,508.0,0.8444440000000001,50.8,2196.0,69768.0,2620.0,10.0,6.0,1.0
25.0,596.0,576.0,0.181159,43.0,69.0,0.9702379999999999,2.76,400.0,12877.0,545.0,25.0,25.0,0.0
6.0,36.0,24.0,0.6,13.0,6.0,0.6,1.0,197.0,3877.0,376.0,6.0,6.0,0.0
29.0,533.0,322.0,0.259259,110.0,50.0,0.96131,1.7241380000000002,182.0,4524.0,247.0,29.0,29.0,0.0
56.0,1099.0,1057.0,0.25995799999999997,102.0,122.0,0.9717870000000001,2.178571,1771.0,32688.0,2040.0,50.0,34.0,0.0
9.0,200.0,200.0,1.0,13.0,20.0,0.825,2.222222,26.0,817.0,116.0,9.0,7.0,0.0
10.0,109.0,109.0,0.11111099999999999,10.0,10.0,0.8888889999999999,1.0,32.0,1457.0,56.0,11.0,11.0,1.0
7.0,41.0,11.0,0.0,11.0,7.0,1.0,1.0,115.0,1249.0,179.0,7.0,7.0,1.0
29.0,541.0,506.0,0.261905,93.0,89.0,0.909226,3.068966,1342.0,24153.0,1681.0,29.0,29.0,0.0
66.0,3363.0,3363.0,0.230769,126.0,518.0,0.921795,7.848485,210.0,5947.0,221.0,66.0,62.0,0.0
6.0,31.0,1.0,0.2,6.0,6.0,0.8,1.0,1562.0,24196.0,1857.0,7.0,7.0,1.0
2.0,14.0,14.0,1.0,3.0,2.0,1.0,1.0,100.0,2639.0,109.0,2.0,2.0,0.0
1.0,79.0,79.0,1.0,1.0,1.0,0.0,1.0,431.0,3562.0,432.0,1.0,1.0,0.0
104.0,1526.0,1384.0,0.102798,175.0,174.0,0.980917,1.6730770000000001,176.0,2771.0,208.0,104.0,104.0,1.0
22.0,1261.0,1261.0,0.073529,224.0,198.0,0.9523809999999999,9.0,2196.0,69768.0,2620.0,22.0,19.0,1.0
5.0,56.0,41.0,0.0,5.0,5.0,1.0,1.0,32.0,366.0,40.0,5.0,5.0,0.0
18.0,2165.0,2143.0,0.19230799999999998,133.0,196.0,0.9144389999999999,10.888889,105.0,3957.0,129.0,18.0,17.0,1.0
21.0,1381.0,1277.0,0.4,115.0,166.0,0.9865079999999999,7.904762,266.0,5065.0,282.0,21.0,20.0,0.0
1.0,71.0,71.0,1.0,5.0,1.0,0.0,1.0,58.0,3667.0,65.0,1.0,1.0,0.0
2.0,47.0,30.0,1.0,9.0,3.0,1.0,1.5,112.0,2820.0,121.0,3.0,3.0,0.0
5.0,15.0,3.0,0.333333,5.0,5.0,0.75,1.0,53.0,303.0,57.0,5.0,5.0,0.0
4.0,51.0,51.0,0.0,8.0,11.0,1.0,2.75,16.0,197.0,16.0,1.0,3.0,0.0
5.0,70.0,30.0,0.0,5.0,5.0,1.0,1.0,3633.0,85061.0,4912.0,5.0,5.0,1.0
117.0,2711.0,2424.0,0.409842,208.0,334.0,0.968032,2.854701,249.0,5150.0,285.0,117.0,117.0,0.0
12.0,56.0,1.0,0.090909,12.0,12.0,0.924242,1.0,247.0,5146.0,397.0,12.0,12.0,0.0
40.0,330.0,330.0,0.08717899999999999,58.0,40.0,0.9717950000000001,1.0,27.0,1293.0,138.0,41.0,41.0,0.0
1.0,29.0,29.0,1.0,4.0,1.0,0.0,1.0,1168.0,29751.0,1195.0,1.0,1.0,0.0
16.0,214.0,108.0,0.090909,19.0,16.0,0.933333,1.0,39.0,1026.0,76.0,16.0,16.0,0.0
1.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,7.0,59.0,7.0,2.0,2.0,0.0
9.0,86.0,30.0,0.166667,18.0,9.0,0.84375,1.0,399.0,14229.0,466.0,9.0,9.0,1.0
9.0,75.0,11.0,0.14285699999999998,9.0,9.0,0.875,1.0,94.0,3009.0,112.0,9.0,9.0,1.0
14.0,255.0,255.0,0.464286,14.0,30.0,0.8461540000000001,2.142857,34.0,707.0,39.0,14.0,14.0,0.0
139.0,3585.0,3336.0,0.468492,302.0,742.0,0.977158,5.338129,2644.0,73431.0,3557.0,138.0,114.0,1.0
7.0,34.0,34.0,1.0,57.0,7.0,1.0,1.0,72.0,701.0,72.0,7.0,7.0,0.0
23.0,292.0,69.0,0.044118,23.0,23.0,0.9685309999999999,1.0,5.0,475.0,43.0,23.0,23.0,0.0
4.0,25.0,7.0,0.333333,4.0,4.0,0.666667,1.0,26.0,817.0,116.0,5.0,5.0,0.0
1.0,117.0,117.0,1.0,8.0,8.0,0.0,8.0,326.0,5423.0,440.0,1.0,1.0,0.0
2.0,24.0,24.0,1.0,3.0,4.0,0.0,2.0,471.0,3219.0,549.0,2.0,2.0,0.0
8.0,18.0,18.0,0.14285699999999998,8.0,8.0,0.857143,1.0,180.0,3199.0,232.0,8.0,8.0,0.0
8.0,52.0,31.0,0.047619,8.0,13.0,0.97619,1.625,59.0,420.0,77.0,8.0,8.0,1.0
1.0,38.0,38.0,1.0,12.0,1.0,0.0,1.0,53.0,916.0,55.0,1.0,1.0,0.0
1.0,29.0,29.0,1.0,4.0,1.0,0.0,1.0,1168.0,29751.0,1195.0,1.0,1.0,0.0
7.0,98.0,68.0,1.0,22.0,10.0,0.666667,1.4285709999999998,50.0,1207.0,69.0,7.0,7.0,0.0
1.0,8.0,8.0,1.0,10.0,2.0,0.0,2.0,20.0,147.0,20.0,2.0,2.0,0.0
8.0,100.0,64.0,0.380952,19.0,13.0,0.8857139999999999,1.625,56.0,1645.0,81.0,8.0,8.0,1.0
7.0,77.0,3.0,0.0,55.0,7.0,0.0,1.0,23.0,738.0,62.0,7.0,7.0,0.0
3.0,20.0,20.0,1.0,52.0,3.0,1.0,1.0,72.0,701.0,72.0,3.0,3.0,0.0
1.0,13.0,13.0,1.0,2.0,1.0,0.0,1.0,28.0,619.0,34.0,1.0,1.0,0.0
45.0,1404.0,1157.0,0.44367,69.0,141.0,0.913636,3.1333330000000004,229.0,9478.0,319.0,44.0,44.0,1.0
10.0,106.0,80.0,0.194444,17.0,20.0,0.91358,2.0,197.0,3877.0,376.0,10.0,10.0,1.0
1.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,235.0,2888.0,235.0,1.0,1.0,0.0
15.0,119.0,7.0,0.076923,15.0,15.0,0.994505,1.0,10.0,1119.0,136.0,15.0,15.0,1.0
56.0,1099.0,1057.0,0.25995799999999997,102.0,122.0,0.9717870000000001,2.178571,1771.0,32688.0,2040.0,50.0,34.0,1.0
38.0,1075.0,989.0,0.326437,174.0,164.0,0.9054049999999999,4.315789,681.0,16486.0,924.0,38.0,36.0,0.0
90.0,3392.0,3175.0,0.416425,260.0,553.0,0.948262,6.144444,373.0,8738.0,410.0,90.0,89.0,0.0
5.0,61.0,57.0,0.0,9.0,5.0,1.0,1.0,455.0,4694.0,492.0,4.0,3.0,0.0
11.0,83.0,43.0,0.14285699999999998,11.0,11.0,0.9,1.0,154.0,4404.0,202.0,11.0,11.0,0.0
34.0,1042.0,972.0,0.48,169.0,124.0,0.903581,3.6470589999999996,159.0,4370.0,209.0,34.0,34.0,1.0
11.0,1648.0,1624.0,0.47222200000000003,39.0,165.0,1.0,15.0,275.0,11366.0,285.0,11.0,10.0,0.0
15.0,147.0,53.0,0.21978000000000003,21.0,17.0,0.867347,1.133333,196.0,3478.0,218.0,15.0,15.0,0.0
8.0,48.0,18.0,0.2,14.0,8.0,1.0,1.0,239.0,7639.0,261.0,8.0,8.0,0.0
9.0,153.0,11.0,1.0,10.0,17.0,0.1875,1.888889,386.0,14767.0,554.0,9.0,9.0,0.0
4.0,35.0,35.0,1.0,53.0,8.0,1.0,2.0,72.0,701.0,72.0,4.0,4.0,0.0
8.0,5349.0,5349.0,0.0,134.0,185.0,1.0,23.125,113.0,6405.0,121.0,8.0,3.0,1.0
12.0,125.0,55.0,0.11111099999999999,12.0,12.0,0.909091,1.0,40.0,1908.0,62.0,12.0,12.0,0.0
40.0,1093.0,1062.0,0.011765000000000001,78.0,93.0,1.0,2.325,175.0,3728.0,200.0,40.0,36.0,0.0
25.0,199.0,37.0,0.243333,40.0,25.0,0.898148,1.0,27.0,1293.0,138.0,26.0,26.0,1.0
15.0,97.0,17.0,0.089744,15.0,15.0,0.9285709999999999,1.0,21.0,758.0,39.0,15.0,15.0,1.0
2.0,54.0,54.0,0.0,79.0,2.0,1.0,1.0,182.0,4524.0,247.0,3.0,3.0,0.0
21.0,1201.0,1191.0,0.428571,113.0,226.0,0.953571,10.761905,85.0,3576.0,97.0,21.0,18.0,0.0
89.0,2078.0,1633.0,0.11512599999999999,94.0,136.0,0.959583,1.52809,400.0,12877.0,545.0,89.0,89.0,1.0
10.0,78.0,33.0,0.166667,20.0,10.0,0.8611110000000001,1.0,8.0,145.0,14.0,10.0,10.0,0.0
52.0,1320.0,1315.0,0.272727,162.0,135.0,0.966084,2.5961540000000003,356.0,8244.0,383.0,46.0,51.0,0.0
7.0,76.0,3.0,0.0,55.0,7.0,0.0,1.0,23.0,738.0,62.0,7.0,7.0,0.0
53.0,2060.0,1951.0,0.262626,168.0,185.0,0.9714,3.4905660000000003,199.0,5441.0,224.0,53.0,49.0,0.0
7.0,1217.0,1217.0,0.3,38.0,167.0,0.833333,23.857143,239.0,7639.0,261.0,7.0,0.0,0.0
7.0,72.0,72.0,0.714286,14.0,11.0,0.708333,1.5714290000000002,171.0,1752.0,182.0,8.0,7.0,0.0
7.0,106.0,53.0,0.0,7.0,7.0,1.0,1.0,754.0,10542.0,826.0,7.0,7.0,0.0
5.0,214.0,214.0,1.0,51.0,29.0,0.0,5.8,41.0,1004.0,41.0,5.0,5.0,0.0
3.0,20.0,20.0,1.0,52.0,3.0,1.0,1.0,72.0,701.0,72.0,3.0,3.0,0.0
8.0,47.0,11.0,0.14285699999999998,8.0,8.0,0.857143,1.0,26.0,817.0,116.0,9.0,9.0,0.0
1.0,24.0,24.0,1.0,2.0,7.0,0.0,7.0,455.0,4694.0,492.0,2.0,2.0,0.0
100.0,3545.0,3446.0,0.500947,212.0,481.0,0.956083,4.81,233.0,10160.0,347.0,70.0,63.0,1.0
14.0,255.0,255.0,0.464286,14.0,30.0,0.8461540000000001,2.142857,34.0,707.0,39.0,14.0,14.0,0.0
6.0,38.0,18.0,0.2,6.0,7.0,0.9,1.166667,217.0,2713.0,245.0,6.0,6.0,1.0
3.0,29.0,29.0,0.0,15.0,4.0,0.0,1.333333,5.0,44.0,5.0,3.0,3.0,0.0
60.0,1399.0,1339.0,0.337979,348.0,215.0,0.9152540000000001,3.583333,888.0,26974.0,1159.0,60.0,60.0,0.0
45.0,1134.0,1029.0,0.161905,155.0,172.0,0.957168,3.822222,431.0,6097.0,576.0,44.0,44.0,1.0
3.0,37.0,16.0,0.0,9.0,3.0,1.0,1.0,53.0,1024.0,73.0,3.0,3.0,1.0
2.0,19.0,19.0,1.0,2.0,3.0,0.5,1.5,171.0,1752.0,182.0,3.0,3.0,0.0
7.0,77.0,3.0,0.0,55.0,7.0,0.0,1.0,23.0,738.0,62.0,7.0,7.0,0.0
7.0,76.0,3.0,0.0,55.0,7.0,0.0,1.0,23.0,738.0,62.0,7.0,7.0,0.0
3.0,22.0,16.0,1.0,4.0,3.0,0.833333,1.0,428.0,12585.0,454.0,3.0,3.0,0.0
14.0,59.0,59.0,0.076923,14.0,14.0,0.923077,1.0,426.0,5272.0,1009.0,14.0,14.0,0.0
2.0,15.0,15.0,1.0,51.0,2.0,1.0,1.0,72.0,701.0,72.0,2.0,2.0,0.0
24.0,1231.0,1166.0,0.300725,48.0,138.0,0.901186,5.75,400.0,12877.0,545.0,23.0,23.0,1.0
8.0,17.0,5.0,0.14285699999999998,8.0,8.0,0.857143,1.0,455.0,4694.0,492.0,9.0,9.0,1.0
9.0,82.0,82.0,0.0,20.0,10.0,0.0,1.111111,79.0,921.0,95.0,9.0,9.0,0.0
16.0,91.0,91.0,0.06666699999999999,16.0,16.0,0.933333,1.0,26.0,817.0,116.0,17.0,17.0,1.0
2.0,21.0,21.0,1.0,2.0,3.0,1.0,1.5,78.0,4403.0,88.0,2.0,2.0,0.0
52.0,1320.0,1315.0,0.272727,162.0,135.0,0.966084,2.5961540000000003,356.0,8244.0,383.0,46.0,51.0,1.0
83.0,3547.0,2997.0,0.392888,155.0,411.0,0.9534370000000001,4.951807,726.0,19441.0,882.0,81.0,79.0,1.0
63.0,1562.0,1079.0,0.311475,168.0,263.0,0.9595309999999999,4.174603,2644.0,73431.0,3557.0,63.0,57.0,1.0
11.0,52.0,2.0,0.11111099999999999,11.0,11.0,0.9,1.0,32.0,427.0,42.0,11.0,11.0,0.0
8.0,47.0,17.0,0.2,8.0,8.0,0.857143,1.0,21.0,758.0,39.0,8.0,8.0,0.0
63.0,4491.0,4361.0,0.375758,231.0,483.0,0.9727520000000001,7.6666669999999995,601.0,15070.0,750.0,62.0,62.0,1.0
