NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
1,13,0,0,13,2,9,2,0,1,0,2,1,1,2,1,1,0,1,1,2,0,28,-1,0,1,26,2,-1,1,188,162,54,0.005291005,0,25,29,2,29,0.962962963,-1,27,1.035714286,1.038461538,48,1247,93,18514,1653,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,5,3,1,0,3,4,4,3,85,50,17,0.5,0,5,13,0,8,0.9375,0.5,4,1.6,1.333333333,48,1247,93,18514,1653,66,1571,291,17113,11938,260912,FALSE
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,4,0,13,-1,7,0,9,7,-1,-1,121,96,0,0,7,4,13,0,13,1.083333333,0,9,1,1,48,1247,93,18514,1653,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,1,1,0,0,0,1,15,0,51,-1,0,1,36,1,-1,1,277,183,1879,0.431020408,0,18,85,1,52,0.36,-1,37,1.019607843,1.027777778,48,1247,93,18514,1653,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,-1,0,0,11,0,-1,-1,103,103,0,0,0,8,11,0,11,0,0,11,1,1,7,56,11,966,80,66,1571,291,17113,11938,260912,FALSE
0,1,0,0,1,1,8,1,0,0,0,2,1,0,0,2,0,0,0,0,1,0,4,0,4,4,3,8,0,1,116,53,106,1,0,5,17,0,14,1.166666667,1,3,3.5,1,46,268,6,8188,296,66,1571,291,17113,11938,260912,FALSE
1,0,3,1,0,2,24,4,0,2,0,5,0,1,2,0,1,0,1,0,5,5,35,0,96,49,30,33,47,2,2656,2459,9148,0.258064516,3,84,275,0,262,0.961675579,0.4,231,7.485714286,7.7,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,2,0,0,3,1,34,3,23,23,0,1,0,6,46,0,3,0,1,3,1,1,24,157,1,2316,198,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,30,1,4,4,30,2,0,1,269,269,963,0.86453202,0,15,60,0,33,0.568965517,1,33,1.1,1.1,21,154,3,3573,263,66,1571,291,17113,11938,260912,FALSE
3,0,0,0,0,5,26,7,0,5,0,6,1,2,6,1,3,0,0.666666667,0,3,1,79,0,5,70,76,8,28,2,1527,1481,12421,0.078947368,0,133,185,2,231,0.951923077,0.953125,225,2.924050633,2.960526316,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,11,1,0,3,0,5,1,1,2,2,1,0,1,1,1,0,8,1,1,9,7,3,0,1,92,57,106,0.285714286,0,12,21,0,11,0.857142857,0.857142857,7,1.375,1,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,0,2,1,0,3,40,5,0,11,0,13,0,2,10,0,5,0,0.4,0,0,0,5,1,3,2,5,1,2,2,107,107,62,0,0,5,13,0,13,1,1,13,2.6,2.6,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,8,1,0,3,0,3,0,0,1,0,0,0,0,1,3,0,16,2,11,4,13,0,111,2,214,177,210,0,0,43,195,0,27,0,0.666666667,23,1.6875,1.769230769,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,11,1,0,3,0,9,1,0,4,6,0,0,0,1,5,0,16,1,22,9,11,7,0,1,214,184,805,0.384615385,0,18,52,1,28,0.866666667,0.5,23,1.75,2.090909091,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,0,1,1,0,2,20,4,0,4,0,4,0,1,4,0,2,0,0.5,0,0,0,5,1,1,1,5,1,2,2,71,71,34,0,0,5,11,0,11,1,1,11,2.2,2.2,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,6,2,0,4,0,5,0,0,0,0,0,0,0,0,0,1,45,0,2,6,45,16,0,1,930,930,1002,0.127906977,13,5,61,0,97,0.982954545,0.74,97,2.155555556,2.155555556,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
3,0,4,2,0,3,25,4,0,4,0,8,0,4,16,0,10,0,0.4,0,0,0,143,0,61,112,143,8,0,1,3849,3849,129220,0.003740065,0,143,685,0,478,0.985915493,1,478,3.342657343,3.342657343,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
3,0,0,0,0,3,33,4,0,8,0,12,1,0,0,4,0,0,0,1,0,0,19,0,8,8,19,36,0,1,815,815,322,0.054945055,0,9,36,0,115,0.969135802,1,115,6.052631579,6.052631579,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
3,0,4,2,0,1,7,1,0,6,0,10,0,2,2,0,2,0,1,0,0,0,1,0,4,2,1,0,11,2,12,12,4,1,0,3,3,0,1,0,1,1,1,1,134,386,2,12585,409,66,1571,291,17113,11938,260912,FALSE
3,0,0,0,0,2,16,3,0,5,0,5,0,1,2,0,1,0,1,0,0,0,13,0,5,4,13,4,8,2,216,216,170,0.060606061,1,12,80,0,25,0.9375,0.888888889,25,1.923076923,1.923076923,134,386,2,12585,409,66,1571,291,17113,11938,260912,FALSE
4,1,3,1,1,1,6,1,0,4,0,8,0,2,2,0,5,0,0.4,0,7,0,14,0,0,4,7,9,0,1,124,82,112,0.036363636,0,7,27,0,14,0.982905983,0.461538462,7,1,1,70,686,5,18923,1266,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,11,1,0,4,0,4,0,2,4,0,2,0,1,0,0,0,25,0,1,4,25,0,0,1,545,545,1728,0,0,6,41,0,25,0,1,25,1,1,48,1247,93,18514,1653,66,1571,291,17113,11938,260912,FALSE
3,0,3,2,0,2,36,2,0,7,0,12,0.4,6,15,2,9,0,0.666666667,0,2,1,8,0,8,20,6,3,80,3,295,277,560,0,1,84,264,0,28,1,0,26,3.5,4.333333333,21,130,4,3603,140,66,1571,291,17113,11938,260912,FALSE
3,0,2,2,0,2,39,6,0,9,0,19,0.777777778,3,3,7,4,0,0.75,0,8,4,47,1,50,39,39,20,79,3,1913,1812,4405,0.154654655,1,82,279,0,240,0.959782609,0.75,227,5.106382979,5.820512821,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
5,3,0,0,3,1,14,1,0,5,0,10,1,0,0,5,0,0,0,0,16,0,20,-1,2,2,4,12,-1,1,169,60,16,0.093567251,3,6,23,3,23,0.964912281,-1,5,1.15,1.25,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
4,0,2,1,0,4,29,7,0,8,0,13,0.6,7,18,3,11,0,0.636363636,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.274509804,0,18,93,0,139,0.913461538,0.6,91,5.148148148,4.789473684,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
3,0,0,0,0,4,4,1,0,3,0,2,0,1,2,0,1,0,1,1,0,0,3,0,0,1,3,0,0,1,17,17,8,0,0,1,4,-1,3,0,-1,3,1,1,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
5,0,2,1,0,4,99,13,0,12,0,14,0,4,16,0,8,0,0.5,0,0,0,9,1,13,19,9,1,4,3,472,472,559,0,0,30,63,0,73,1,1,73,8.111111111,8.111111111,19,97,0,2553,103,66,1571,291,17113,11938,260912,TRUE
3,1,0,0,1,2,17,3,0,4,0,4,0,2,4,0,2,0,1,1,40,1,97,2,42,32,57,40,61,3,1622,1230,8741,0.104240766,13,55,247,0,229,0.969791667,0.376623377,182,2.360824742,3.192982456,12,88,0,2918,201,66,1571,291,17113,11938,260912,FALSE
4,0,26,5,0,2,55,5,0,4,0,30,0.037037037,6,64,1,34,0,0.176470588,1,0,0,9,0,57,18,9,15,0,1,273,273,1324,1,15,21,92,0,22,1,0.0625,22,2.444444444,2.444444444,21,154,3,3573,263,66,1571,291,17113,11938,260912,FALSE
11,0,0,0,0,2,46,10,0,12,0,11,0,1,2,0,1,0,1,0,0,0,143,0,61,112,143,8,0,1,3849,3849,129220,0.003740065,0,143,685,0,478,0.985915493,1,478,3.342657343,3.342657343,96,756,11,17329,801,66,1571,291,17113,11938,260912,TRUE
16,16,0,0,16,1,37,1,0,16,0,24,0,3,12,0,12,0,0.25,0,0,0,5,0,0,4,5,0,0,1,174,174,322,0,0,4,42,0,21,0,1,21,4.2,4.2,96,756,11,17329,801,66,1571,291,17113,11938,260912,TRUE
8,1,0,0,1,1,22,1,0,8,0,8,0,1,2,0,1,0,1,0,2,0,10,2,0,1,8,10,0,1,155,142,66,0.733333333,0,2,13,0,12,0.766666667,0.6,10,1.2,1.25,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,1,0,0,1,1,21,1,0,7,0,7,0,0,0,0,0,0,0,0,2,0,10,2,0,1,8,10,0,1,155,142,66,0.733333333,0,2,13,0,12,0.766666667,0.6,10,1.2,1.25,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,3,3,0,4,173,15,0,15,0,44,0.642857143,10,16,9,10,0,1,0,8,4,38,1,50,39,30,22,79,3,1735,1564,2873,0.238636364,1,84,276,0,222,0.936117936,0.5,194,5.842105263,6.466666667,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,0,0,0,1,13,1,0,8,0,8,0,1,2,0,1,0,1,0,8,4,38,1,50,39,30,22,79,3,1735,1564,2873,0.238636364,1,84,276,0,222,0.936117936,0.5,194,5.842105263,6.466666667,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,1,0,0,1,1,21,1,0,7,0,7,0,0,0,0,0,0,0,0,2,0,11,2,0,1,9,10,0,1,162,149,68,0.619047619,0,2,14,0,13,0.79,0.8,11,1.181818182,1.222222222,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,0,0,0,2,22,2,0,7,0,7,0,1,2,0,1,0,1,0,1,1,35,0,50,35,34,16,47,2,1533,1524,4783,0.358333333,1,72,214,0,186,0.948529412,0.666666667,185,5.314285714,5.441176471,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,6,0,0,6,2,29,2,0,7,0,16,1,1,2,9,1,0,1,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.274509804,0,18,93,0,139,0.913461538,0.6,91,5.148148148,4.789473684,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,0,0,0,2,29,2,0,7,0,15,1,1,2,8,1,0,1,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.274509804,0,18,93,0,139,0.913461538,0.6,91,5.148148148,4.789473684,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
16,0,5,2,0,2,66,4,0,16,0,37,0.842105263,1,2,16,1,0,1,0,0,0,6,0,11,3,6,19,0,1,336,336,38,0,1,6,10,0,25,0.789473684,0.8,25,4.166666667,4.166666667,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,1,1,0,4,85,5,0,13,0,14,0,4,16,0,8,0,0.5,0,0,0,8,-1,1,5,8,0,-1,1,435,435,370,0,0,6,21,7,24,0,-1,24,3,3,9,37,0,1824,44,66,1571,291,17113,11938,260912,TRUE
7,0,1,1,0,4,85,5,0,13,0,14,0,4,16,0,8,0,0.5,0,0,0,8,-1,1,5,8,0,-1,1,435,435,370,0,0,6,21,7,24,0,-1,24,3,3,9,37,0,1824,44,66,1571,291,17113,11938,260912,TRUE
7,0,1,1,0,4,86,5,0,14,0,15,0,4,18,0,9,0,0.444444444,0,0,0,8,-1,1,5,8,0,-1,1,435,435,370,0,0,6,21,7,24,0,-1,24,3,3,9,37,0,1824,44,66,1571,291,17113,11938,260912,TRUE
2,0,0,0,0,2,32,4,0,8,0,9,1,1,2,1,1,0,1,0,0,0,5,0,2,3,5,1,4,2,125,125,33,0,0,4,16,0,11,1,1,11,2.2,2.2,11,35,0,809,37,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,5,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,11,0,0,10,11,0,14,2,85,85,150,0,0,13,37,0,11,0,1,11,1,1,11,35,0,809,37,11,58,2,541,326,7842,FALSE
2,0,0,0,0,1,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,15,3,17,17,0,1,0,0,4,0,4,0,1,4,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
0,1,2,2,1,2,6,2,0,0,0,2,0,2,2,0,2,0,1,0,1,0,27,0,8,8,26,2,0,1,306,297,856,0,0,8,44,0,36,1.038461538,0.962962963,35,1.333333333,1.346153846,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,0,1,1,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,27,0,8,8,26,2,0,1,306,297,856,0,0,8,44,0,36,1.038461538,0.962962963,35,1.333333333,1.346153846,7,57,1,889,86,11,58,2,541,326,7842,FALSE
2,0,1,1,0,1,3,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,27,0,8,8,26,2,0,1,306,297,856,0,0,8,44,0,36,1.038461538,0.962962963,35,1.333333333,1.346153846,7,57,1,889,86,11,58,2,541,326,7842,FALSE
0,2,0,0,2,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,6,0,0,0,2,2,0,1,52,16,0,0.333333333,0,1,6,0,6,0.8,0.333333333,2,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,5,1,0,1,0,4,1,0,0,3,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444444,0,1,12,0,12,0.848484848,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
0,1,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444444,0,1,12,0,12,0.848484848,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444444,0,1,12,0,12,0.848484848,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,4,0,8,0,0,0,4,8,0,1,151,113,0,0.6,0,0,8,0,16,0.928571429,0.428571429,12,2,3,10,60,1,1447,77,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,12,0,19,2,2,2,7,6,30,3,198,84,257,0.169117647,0,9,57,0,28,0.87037037,0.333333333,16,1.473684211,2.285714286,4,18,0,306,34,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,12,0,19,2,2,2,7,6,30,3,198,84,257,0.169117647,0,9,57,0,28,0.87037037,0.333333333,16,1.473684211,2.285714286,4,18,0,306,34,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571429,0,0,23,0,33,0.875,0.954545455,32,1.434782609,1.454545455,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,16,0,24,1,0,2,8,10,0,1,309,157,88,0.119047619,0,2,26,0,46,0.926086957,0.333333333,30,1.916666667,3.75,6,33,0,790,64,11,58,2,541,326,7842,FALSE
4,0,0,0,0,1,6,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,3,5,1,4,2,125,125,33,0,0,4,16,0,11,1,1,11,2.2,2.2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,48,48,0,0,0,1,10,0,8,1,1,8,4,4,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,64,64,0,0,0,1,10,0,12,1,1,12,6,6,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,33,33,5,0,0,2,10,0,4,1,1,4,2,2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,35,35,5,0,0,2,10,0,4,1,1,4,2,2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,34,34,5,0,0,2,10,0,4,1,1,4,2,2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,2,0,0,2,4,48,14,0,5,0,5,0,2,10,0,5,0,0.4,0,0,0,12,-1,9,3,12,1,-1,1,321,321,262,0,0,4,19,3,42,1.090909091,-1,42,3.5,3.5,4,29,0,613,30,11,58,2,541,326,7842,FALSE
3,1,7,2,2,4,83,15,0,4,0,11,0,2,10,0,5,0,0.4,0,0,0,12,-1,9,3,12,1,-1,1,321,321,262,0,0,4,19,3,42,1.090909091,-1,42,3.5,3.5,4,29,0,613,30,11,58,2,541,326,7842,FALSE
3,1,0,0,1,1,4,1,0,3,0,4,1,0,1,1,0,0,0,0,4,0,13,1,2,1,9,1,10,2,115,79,101,0.714285714,0,4,31,0,13,0.583333333,0.692307692,9,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
4,0,0,0,0,1,4,1,0,4,0,5,1,1,3,1,1,0,1,0,4,0,13,1,2,1,9,1,10,2,115,79,101,0.714285714,0,4,31,0,13,0.583333333,0.692307692,9,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,5,1,0,3,0,6,1,0,0,3,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444444,0,1,12,0,12,0.848484848,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
5,1,4,1,2,1,17,5,0,5,0,9,0,1,2,0,1,0,1,0,2,0,17,0,14,7,15,2,0,1,203,193,306,0,0,7,31,0,36,1.0625,0.818181818,34,2.117647059,2.266666667,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
5,1,4,1,1,2,20,3,0,7,0,15,0,3,4,0,6,0,0.5,0,2,0,17,0,14,7,15,2,0,1,203,193,306,0,0,7,31,0,36,1.0625,0.818181818,34,2.117647059,2.266666667,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
5,0,0,0,0,1,6,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
5,0,2,1,0,1,9,1,0,6,0,8,0,1,0,0,2,0,0.5,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
6,0,2,1,0,1,9,1,0,7,0,9,0,1,0,0,2,0,0.5,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,FALSE
5,0,0,0,0,1,7,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
3,0,0,0,0,1,7,1,0,3,0,6,1,0,0,3,0,0,0,0,3,0,4,0,0,0,1,3,10,-1,533,506,0,0,0,0,4,0,4,1,0,1,1,1,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,6,1,0,3,0,6,1,0,0,3,0,0,0,0,4,0,13,0,0,0,9,4,10,-1,372,336,0,0,0,1,13,0,13,1,0.2,9,1,1,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,6,1,0,3,0,6,1,0,0,3,0,0,0,0,4,0,13,0,0,0,9,4,10,-1,372,336,0,0,0,1,13,0,13,1,0.2,9,1,1,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
7,0,9,2,0,5,176,23,0,18,0,32,0.1,3,6,1,7,0,0.428571429,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
8,0,0,0,0,1,13,1,0,8,0,16,1,0,0,8,0,0,0,0,16,0,24,1,0,2,8,10,0,1,309,157,88,0.119047619,0,2,26,0,46,0.926086957,0.333333333,30,1.916666667,3.75,6,33,0,790,64,11,58,2,541,326,7842,TRUE
2,7,0,0,9,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,-1,0,0,8,0,-1,-1,87,87,0,0,0,0,8,0,8,0,0,8,1,1,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,1,5,1,0,1,0,2,1,1,2,1,1,0,1,2,2,0,10,0,0,4,8,1,16,2,187,161,100,0.357142857,0,5,16,0,17,0.555555556,0.8,14,1.7,1.75,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,1,2,1,1,0,1,4,3,0,36,3,4,5,33,5,18,5,580,542,1609,0.354166667,0,14,93,0,73,0.76,0.911764706,70,2.027777778,2.121212121,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,3,12,0,31,3,1,4,19,18,6,2,583,409,144,0.177248677,5,10,49,1,58,0.925925926,0.5,39,1.870967742,2.052631579,15,179,3,4573,226,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,3,8,0,23,4,1,4,15,14,32,3,452,349,363,0.310526316,5,11,70,0,40,0.902597403,0.5,30,1.739130435,2,15,179,3,4573,226,69,960,103,11810,10192,247421,FALSE
