NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
1,0,0,0,0,1,5,1,0,1,0,3,1,0,0,2,0,0,0,2,0,0,9,0,0,0,9,4,0,1,170,170,0,0.5,0,0,9,0,23,0.78125,1,23,2.555555556,2.555555556,16,194,5,4257,218,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,2,6,2,0,1,0,2,1,0,0,1,0,0,0,4,32,1,93,1,69,40,61,32,0,1,1768,1286,2648,0.091635456,0,49,217,0,237,0.93580163,0.542857143,173,2.548387097,2.836065574,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,2,7,2,0,3,0,3,0,1,2,0,1,0,1,4,32,1,93,1,69,40,61,32,0,1,1768,1286,2648,0.091635456,0,49,217,0,237,0.93580163,0.542857143,173,2.548387097,2.836065574,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,64,0,132,-1,0,0,68,0,-1,-1,1726,868,0,0,0,15,132,0,132,0,0,68,1,1,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,63,0,134,-1,0,0,71,0,-1,-1,1644,859,0,0,0,16,134,0,134,0,0,71,1,1,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
2,0,0,0,0,2,17,4,0,2,0,4,1,0,1,2,0,0,0,3,14,0,56,-1,10,22,42,14,-1,2,1678,1460,5860,0.07267645,0,28,141,18,185,0.932467532,-1,164,3.303571429,3.904761905,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,2,7,2,0,1,0,2,1,0,1,1,0,0,0,2,8,0,24,3,6,18,16,9,60,2,587,414,1184,0.298245614,0,32,134,0,68,0.830917874,0.619047619,46,2.833333333,2.875,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,8,0,-1,-1,62,62,0,0,0,1,8,0,8,0,0,8,1,1,14,121,1,2198,142,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,4,7,0,22,3,0,4,15,7,6,2,370,257,471,0.346405229,0,6,36,0,36,0.80952381,0.65,25,1.636363636,1.666666667,14,201,4,5139,273,69,960,103,11810,10192,247421,FALSE
2,2,0,0,2,4,55,12,0,9,0,18,1,2,10,3,5,0,0.4,2,1,0,22,2,1,2,21,4,0,1,467,432,336,0.514285714,0,2,31,0,63,0.666666667,0.954545455,58,2.863636364,2.761904762,16,197,8,3899,208,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,4,1,0,3,0,3,0,0,1,0,0,0,0,0,0,0,8,1,0,1,8,0,33,3,106,106,81,0,0,7,58,0,8,0,1,8,1,1,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,7,1,0,3,0,3,0,0,1,0,0,0,0,3,0,0,4,2,0,3,4,2,11,3,89,89,82,0,1,6,29,0,8,1.333333333,0.75,8,2,2,26,207,11,4046,208,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,2,12,2,0,5,0,5,0,0,2,0,0,0,0,3,0,0,10,3,0,4,10,4,8,2,212,212,126,0.428571429,1,5,29,0,21,0.888888889,0.9,21,2.1,2.1,26,207,11,4046,208,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,6,1,0,3,0,3,0,0,0,0,0,0,0,2,0,0,14,0,4,4,14,5,0,1,390,390,382,0.045454545,0,5,27,0,46,0.953846154,1,46,3.285714286,3.285714286,16,194,5,4257,218,69,960,103,11810,10192,247421,FALSE
5,0,0,0,0,1,4,1,0,5,0,5,0,0,0,0,0,0,0,2,0,0,11,0,0,0,11,4,0,1,180,180,0,0.833333333,1,0,11,0,21,0.9,0.9,21,1.909090909,1.909090909,16,194,5,4257,218,69,960,103,11810,10192,247421,TRUE
4,0,0,0,0,1,7,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,27,-1,3,8,27,0,-1,1,656,656,588,0,0,12,42,0,45,0,-1,45,1.666666667,1.666666667,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
3,0,1,1,0,1,6,1,0,3,0,4,0,1,2,0,1,0,1,0,0,0,27,-1,3,8,27,0,-1,1,656,656,588,0,0,12,42,0,45,0,-1,45,1.666666667,1.666666667,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
4,1,0,0,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0,1,64,0,132,-1,0,0,68,0,-1,-1,1726,868,0,0,0,15,132,0,132,0,0,68,1,1,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
4,0,4,2,0,2,32,5,0,8,0,12,0,1,6,0,3,0,0.333333333,4,15,0,57,-1,11,24,42,16,-1,2,1660,1404,6529,0.053896104,0,30,152,8,174,0.947544643,-1,151,3.052631579,3.595238095,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
4,0,2,1,0,2,32,3,0,13,0,15,0,1,6,0,3,0,0.333333333,2,3,0,16,7,2,9,13,7,272,4,573,527,632,0.346153846,3,33,377,0,46,0.904761905,0.647058824,42,2.875,3.230769231,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,3,11,3,0,6,0,6,0,1,2,0,1,0,1,3,2,1,16,6,3,12,14,3,245,4,579,551,547,0.109090909,0,34,360,0,58,0.844444444,0.846153846,56,3.625,4,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
5,0,1,1,0,1,15,1,0,6,0,8,0,1,1,0,1,0,1,4,5,0,18,3,3,6,13,10,238,3,530,454,320,0.142857143,3,32,348,0,61,0.964705882,0.6,56,3.388888889,4.307692308,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
3,0,0,0,0,2,11,2,0,4,0,5,1,1,2,1,1,0,1,2,102,0,191,-1,25,5,89,70,-1,1,3951,2220,3812,0.019057913,8,7,208,4,396,0.984511278,-1,243,2.073298429,2.730337079,13,174,2,5920,290,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,2,21,3,0,3,0,6,1,1,4,3,2,0,0.5,3,2,1,42,1,0,5,40,22,19,5,888,867,1353,0.165165165,3,15,78,0,88,0.946784922,0.871794872,86,2.095238095,2.15,26,480,1,9366,498,69,960,103,11810,10192,247421,FALSE
4,0,0,0,0,3,22,3,0,8,0,3,0,0,0,0,0,0,0,3,13,0,47,11,1,9,34,15,120,3,1132,928,3933,0.176923077,0,23,223,0,129,0.904347826,0.666666667,108,2.744680851,3.176470588,48,640,2,19667,781,69,960,103,11810,10192,247421,FALSE
4,1,1,1,1,5,24,5,0,8,0,11,0.666666667,2,8,2,4,0,0.5,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022381636,8,46,373,2,576,0.984330029,0.623762376,447,2.704225352,3.082758621,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
5,2,11,4,2,4,254,49,0,36,0,67,0.352941176,7,25,6,18,0,0.388888889,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022038687,5,43,384,2,682,0.983360093,0.637681159,539,3.072072072,3.546052632,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
3,2,0,0,2,3,21,4,0,8,0,10,0,2,4,0,2,0,1,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022038687,5,43,384,2,682,0.983360093,0.637681159,539,3.072072072,3.546052632,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,4,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,4,0,2,10,2,9,2,154,154,115,0.1,0,5,25,0,17,1,1,17,1.7,1.7,14,121,1,2198,142,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,2,10,2,0,4,0,5,1,0,0,3,0,0,0,0,1,0,11,1,0,0,10,6,51,3,206,191,0,0.714285714,0,0,11,0,23,0.833333333,0.9,21,2.090909091,2.1,6,43,0,1157,57,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,4,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,1,102,102,0,0.5,0,0,5,0,9,0.5,1,9,1.8,1.8,6,43,0,1157,57,69,960,103,11810,10192,247421,FALSE
7,0,2,1,0,2,43,5,0,22,0,28,0.666666667,3,15,4,6,0,0.5,3,0,0,12,3,2,3,12,5,6,2,244,244,134,0.428571429,0,10,29,0,25,0.854545455,1,25,2.083333333,2.083333333,15,179,3,4573,226,69,960,103,11810,10192,247421,TRUE
8,0,7,5,0,2,40,4,0,15,0,30,0.125,9,14,1,13,0,0.692307692,0,0,0,40,-1,55,72,40,1,-1,1,2042,2042,12202,1,0,91,169,0,156,0,-1,156,3.9,3.9,22,415,4,12125,523,69,960,103,11810,10192,247421,TRUE
7,0,3,2,0,2,26,3,0,12,0,20,0.25,10,16,1,11,0,0.909090909,0,0,0,40,-1,55,72,40,1,-1,1,2042,2042,12202,1,0,91,169,0,156,0,-1,156,3.9,3.9,22,415,4,12125,523,69,960,103,11810,10192,247421,TRUE
7,1,0,0,1,1,10,1,0,7,0,9,1,0,0,2,0,0,0,2,10,0,48,1,0,0,38,26,0,1,963,826,0,0.07394958,0,1,48,0,89,0.960720131,0.777777778,75,1.854166667,1.973684211,22,415,4,12125,523,69,960,103,11810,10192,247421,TRUE
10,0,2,1,0,5,103,12,0,27,0,29,0,5,22,0,7,0,0.714285714,2,3,0,16,7,2,9,13,7,272,4,573,527,632,0.346153846,3,33,377,0,46,0.904761905,0.647058824,42,2.875,3.230769231,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
10,1,1,1,1,3,108,20,0,30,0,33,0.666666667,7,30,2,14,0,0.5,3,14,0,49,4,35,15,35,21,237,3,1271,1042,2383,0.066596195,2,35,394,6,144,0.964285714,0.619047619,126,2.93877551,3.6,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
10,0,2,1,0,2,22,3,0,11,0,12,0,1,2,0,1,0,1,1,1,0,7,2,3,6,6,2,283,4,390,378,275,0.066666667,0,36,391,0,55,1,0.75,54,7.857142857,9,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
9,0,0,0,0,4,120,21,0,34,0,36,1,6,25,1,7,0,0.857142857,1,1,0,7,2,3,6,6,2,283,4,390,378,275,0.066666667,0,36,391,0,55,1,0.75,54,7.857142857,9,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
12,0,3,2,0,4,112,14,0,31,0,34,0,4,23,0,9,0,0.444444444,4,1,0,9,4,3,5,8,2,282,4,267,247,224,0.4,0,33,377,0,31,0.875,0.875,28,3.444444444,3.5,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
12,0,2,1,0,4,102,14,0,30,0,32,0.5,6,30,2,11,0,0.545454545,2,0,0,7,3,8,9,7,5,238,3,266,266,312,0.1,4,33,335,0,31,1.033333333,0.636363636,31,4.428571429,4.428571429,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
8,1,0,0,1,2,36,8,0,8,0,16,1,0,0,8,0,0,0,2,0,0,17,2,0,0,17,14,0,1,331,331,0,0.179487179,5,1,17,0,35,0.950892857,0.75,35,2.058823529,2.058823529,48,640,2,19667,781,69,960,103,11810,10192,247421,TRUE
7,0,1,1,0,2,25,3,0,10,0,11,0,2,6,0,3,0,0.666666667,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022381636,8,46,373,2,576,0.984330029,0.623762376,447,2.704225352,3.082758621,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
7,0,1,1,0,3,24,3,0,10,0,11,0,2,6,0,3,0,0.666666667,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022038687,5,43,384,2,682,0.983360093,0.637681159,539,3.072072072,3.546052632,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
0,2,-1,-1,4,0,1,1,0,0,0,-1,-1,0,0,-1,0,0,0,1,10,0,60,-1,2,5,50,11,-1,1,576,492,38,0.010169492,7,12,67,1,84,0.987673344,-1,71,1.4,1.42,31,348,12,5792,436,21,1093,80,8798,7670,126255,FALSE
2,10,0,0,11,1,4,1,0,2,0,4,1,0,0,2,0,0,0,3,2,0,23,3,3,2,21,4,0,1,296,282,218,0.736842105,0,4,39,1,51,0.670454545,0.913043478,49,2.217391304,2.333333333,31,348,12,5792,436,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,18,0,2,6,17,15,517,5,236,231,204,0.00952381,0,8,28,0,40,0.984313725,0.9375,39,2.222222222,2.294117647,64,260,0,5974,288,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,3,1,0,0,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,6,6,4,1,0,1,2,0,1,0,1,1,1,1,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,7,3,33,0,17,17,26,9,0,1,753,705,1110,0.103896104,0,18,82,1,96,0.923611111,0.75862069,87,2.909090909,3.346153846,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,14,2,0,0,12,3,0,1,88,78,0,0.136363636,0,1,14,0,28,0.871794872,0.857142857,26,2,2.166666667,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
1,3,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,0,0,20,0,-1,-1,39,39,0,0,0,0,20,0,20,0,0,20,1,1,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,6,2,0,1,0,3,1,1,2,2,1,0,1,0,0,0,16,1,0,2,16,4,0,1,114,114,50,0.285714286,0,4,22,0,23,0.783333333,1,23,1.4375,1.4375,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,1,2,4,35,6,24,13,33,32,31,2,1121,1112,1976,0.148148148,0,22,120,0,147,0.953125,0.888888889,145,4.2,4.393939394,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,6,2,0,1,0,2,1,0,0,1,0,0,0,0,2,0,10,4,10,9,8,2,33,2,189,173,246,1,0,21,75,0,40,0.666666667,0.833333333,37,4,4.625,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,11,4,25,6,7,7,14,13,31,2,399,338,247,0.206521739,0,12,80,0,67,0.894230769,0.541666667,55,2.68,3.928571429,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,3,18,5,0,2,0,4,1,0,0,2,0,0,0,2,15,4,41,7,17,13,26,17,30,2,931,829,2032,0.102272727,1,18,136,0,153,0.913235294,0.53125,130,3.731707317,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,7,3,0,1,0,5,1,0,0,4,0,0,0,0,1,0,14,1,3,0,13,9,1,2,125,120,0,0.654545455,4,1,15,0,32,0.709401709,0.6875,31,2.285714286,2.384615385,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,3,0,0,1,16,16,12,0,0,3,5,0,3,0,1,3,1,1,17,78,2,1677,87,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,4,0,12,0,0,2,8,3,3,2,111,91,102,0.392857143,0,6,23,0,24,0.848484848,0.636363636,20,2,2.5,5,28,0,472,39,21,1093,80,8798,7670,126255,FALSE
5,0,0,0,0,1,9,1,0,5,0,15,1,0,0,6,0,0,0,0,0,0,7,4,2,5,7,1,27,2,55,55,51,0.5,0,31,73,0,12,0.666666667,1,12,1.714285714,1.714285714,7,42,1,398,47,21,1093,80,8798,7670,126255,TRUE
3,0,14,7,0,5,145,39,0,18,0,36,0.222222222,13,48,4,32,0,0.40625,0,0,0,12,2,22,14,12,1,19,2,329,329,785,0.047619048,0,20,89,0,74,0.818181818,1,74,6.166666667,6.166666667,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
4,0,10,5,0,1,11,2,0,6,0,19,0.166666667,5,14,2,10,0,0.5,0,1,2,22,0,29,18,21,9,0,1,715,703,3136,0.484848485,0,20,77,0,84,0.80952381,0.888888889,83,3.818181818,3.952380952,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
3,0,4,1,0,2,20,4,0,4,0,21,0.692307692,4,8,9,8,0,0.5,3,20,5,74,9,49,19,54,51,28,2,1770,1616,7157,0.072077922,0,25,189,0,301,0.96803653,0.678571429,266,4.067567568,4.925925926,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
3,0,0,0,0,1,3,1,0,3,0,5,1,0,0,2,0,0,0,0,0,0,9,0,0,0,9,12,0,1,102,102,0,0.222222222,7,0,9,0,11,0.864583333,0.5625,11,1.222222222,1.222222222,31,348,12,5792,436,21,1093,80,8798,7670,126255,TRUE
3,0,0,0,0,2,10,2,0,4,0,5,1,1,2,1,1,0,1,4,1,4,24,0,4,19,23,12,0,1,768,760,1078,0.287878788,0,16,64,0,101,0.898550725,1,99,4.208333333,4.304347826,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
4,0,0,0,0,1,7,2,0,5,0,6,1,2,4,1,2,0,1,0,0,0,15,0,2,5,15,4,0,1,98,98,134,0.41025641,0,5,26,0,22,0.75,1,22,1.466666667,1.466666667,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
3,0,0,0,0,3,16,3,0,5,0,9,1,0,0,4,0,0,0,0,0,0,9,2,0,4,9,9,3,2,98,98,32,0.3,0,4,15,0,14,0.819444444,1,14,1.555555556,1.555555556,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
5,0,0,0,0,1,9,1,0,5,0,11,1,0,0,5,0,0,0,1,0,0,10,1,2,7,10,0,36,2,325,325,286,0,0,14,83,0,60,0,1,60,6,6,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
4,2,0,0,2,2,7,3,0,4,0,6,1,2,6,2,3,0,0.666666667,0,22,4,38,-1,2,11,16,31,-1,1,823,715,548,0.070570571,0,10,61,2,72,0.981691369,-1,49,1.894736842,3.0625,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
4,1,1,1,1,2,19,6,0,6,0,8,0.666666667,1,4,2,2,0,0.5,1,3,1,20,1,8,8,17,11,0,1,401,379,790,0.183823529,0,8,48,1,74,0.913875598,1,69,3.7,4.058823529,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
6,0,0,0,0,1,7,1,0,6,0,6,1,1,3,1,1,0,1,1,10,3,46,2,14,12,36,5,29,2,545,492,2913,0.057317073,0,37,166,1,105,0.924444444,0.777777778,90,2.282608696,2.5,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
3,2,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,-1,0,0,2,0,-1,-1,16,16,0,0,0,1,2,0,2,0,0,2,1,1,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
3,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,8,-1,0,0,8,0,-1,-1,17,17,0,0,0,0,8,0,8,0,0,8,1,1,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
4,1,0,0,1,1,4,1,0,4,0,5,1,1,2,1,1,0,1,1,0,0,9,0,1,4,9,5,0,1,220,220,142,1,0,7,25,0,40,0.9,1,40,4.444444444,4.444444444,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
6,0,0,0,0,1,8,1,0,6,0,12,1,0,0,6,0,0,0,0,0,5,21,0,0,3,21,10,0,1,787,787,162,0.035087719,0,0,25,0,86,0.97,1,86,4.095238095,4.095238095,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
4,0,0,0,0,1,9,1,0,4,0,4,0,0,0,0,0,0,0,1,0,1,21,0,0,2,21,14,23,2,425,425,108,0.2,1,1,25,0,68,0.964285714,0.9,68,3.238095238,3.238095238,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
3,0,9,3,0,3,63,21,0,4,0,25,0.608695652,0,0,14,0,0,0,0,0,0,15,2,9,3,15,14,15,2,150,150,78,0.131868132,0,3,18,0,38,0.933673469,1,38,2.533333333,2.533333333,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
3,0,1,1,0,2,17,6,0,7,0,12,0.8,5,19,4,9,0,0.555555556,0,2,0,13,6,11,9,11,5,51,3,214,199,635,0.666666667,0,32,131,0,49,0.8,0.818181818,45,3.769230769,4.090909091,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
4,1,0,0,1,1,4,1,0,4,0,5,1,0,1,1,0,0,0,0,0,0,3,1,2,2,3,1,6,2,25,25,20,1,0,9,16,0,5,0.5,1,5,1.666666667,1.666666667,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
