NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,3,95,1,184,1,4,18,89,82,0,1,1790,920,40917,0.101365611,23,25,299,2,216,0.993869119,0.426470588,119,1.173913043,1.337078652,74,1060,1,22173,1956,66,1571,291,17113,11938,260912,FALSE
1,0,0,0,0,1,4,1,0,1,0,3,1,1,0,1,1,0,1,1,122,0,201,1,14,18,79,64,31,2,1849,791,30542,0.087762043,0,33,336,0,223,0.99046875,0.39,93,1.109452736,1.17721519,74,1060,1,22173,1956,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,2,4,1,2,0,1,2,25,0,62,0,1,5,37,17,0,1,619,394,5347,1,0,11,100,0,63,0.945033751,0.590163934,38,1.016129032,1.027027027,74,1060,1,22173,1956,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,5,1,0,3,0,5,1,1,2,2,1,0,1,0,0,0,3,0,0,2,3,6,0,1,29,29,12,0,0,3,5,0,3,1.333333333,0,3,1,1,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,1,30,30,24,1,0,5,6,0,4,0,1,4,2,2,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
1,1,0,0,1,1,6,1,0,2,0,5,1,0,0,3,0,0,0,1,93,0,148,2,27,41,55,67,61,3,1702,709,16808,0.162305149,12,64,312,0,195,0.989135953,0.339622642,80,1.317567568,1.454545455,70,686,5,18923,1266,66,1571,291,17113,11938,260912,FALSE
0,1,0,0,1,3,38,5,0,4,0,9,1,1,3,6,1,0,1,0,2,3,13,1,4,9,11,8,18,3,560,486,199,0.018181818,0,23,72,0,38,1.052083333,1,26,2.923076923,2.363636364,70,686,5,18923,1266,66,1571,291,17113,11938,260912,FALSE
0,5,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,-1,0,0,9,0,-1,-1,62,62,0,0,0,6,9,0,9,0,0,9,1,1,48,1247,93,18514,1653,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,1,1,0,0,0,1,13,0,33,0,2,3,20,10,25,2,295,178,1443,0,0,14,99,0,35,1,0.606060606,22,1.060606061,1.1,35,430,0,6490,660,66,1571,291,17113,11938,260912,FALSE
2,0,0,0,0,3,38,5,0,11,0,11,0,0,0,0,0,0,0,0,0,0,11,1,30,9,11,11,46,2,610,610,418,0.177777778,0,42,129,0,87,0.9,1,87,7.909090909,7.909090909,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,0,2,2,1,19,2,36,30,23,0,0,8,28,0,3,1,0.666666667,2,1,1,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,2,7,2,0,0,0,1,1,1,2,1,1,0,1,1,8,0,17,0,0,3,9,8,0,1,335,234,154,0.242424242,0,3,23,0,54,0.8828125,0.466666667,42,3.176470588,4.666666667,28,117,0,3056,160,66,1571,291,17113,11938,260912,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,1,40,1,97,2,42,32,57,40,61,3,1622,1230,8741,0.104240766,13,55,247,0,229,0.969791667,0.376623377,182,2.360824742,3.192982456,12,88,0,2918,201,66,1571,291,17113,11938,260912,FALSE
1,2,1,1,2,2,20,3,0,3,0,5,0.5,3,6,1,4,0,0.75,0,0,28,4,0,1,30,4,1,0,1,340,340,288,1,0,3,35,0,7,0.333333333,1,7,1.75,1.75,37,41,2,1045,75,66,1571,291,17113,11938,260912,FALSE
0,0,3,3,0,5,81,8,0,1,0,14,0.769230769,5,27,10,12,0,0.416666667,0,3,0,43,0,35,15,40,1,85,2,2199,2131,11908,0,0,62,292,0,297,0.738095238,0,286,6.906976744,7.15,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
0,0,4,4,0,5,320,35,0,1,0,17,0.733333333,5,26,11,12,0,0.416666667,0,3,0,43,0,35,15,40,1,85,2,2199,2131,11908,0,0,62,292,0,297,0.738095238,0,286,6.906976744,7.15,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
0,3,1,1,3,5,38,9,0,4,0,8,0.75,1,4,3,2,0,0.5,1,21,1,65,1,50,31,44,30,0,1,1179,875,7531,0.069381599,0,47,159,0,154,0.966145833,0.666666667,104,2.369230769,2.363636364,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
0,0,8,4,0,5,31,8,0,3,0,12,0,3,0,0,3,0,1,0,5,0,44,0,46,17,39,24,0,1,1239,1152,2852,0.193675889,0,24,97,0,229,0.887596899,0,213,5.204545455,5.461538462,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
2,0,0,0,0,5,78,15,0,8,0,12,1,2,6,4,3,0,0.666666667,1,1,1,40,0,45,36,39,9,0,1,2043,2003,20666,0.036036036,7,44,225,0,242,0.98005698,0.222222222,235,6.05,6.025641026,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
2,0,2,1,0,5,31,8,0,10,0,13,0.333333333,2,4,1,4,0,0.5,2,27,5,99,-1,71,41,72,84,-1,1,2099,1748,13122,0.10280112,0,62,274,2,249,0.989431487,-1,202,2.515151515,2.805555556,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
1,1,0,0,1,5,33,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1,0,1,369,369,0,0,0,0,8,0,63,1,1,63,7.875,7.875,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
2,0,0,0,0,5,22,6,0,6,0,7,0,3,8,0,5,0,0.6,0,0,0,143,0,61,112,143,8,0,1,3849,3849,129220,0.003740065,0,143,685,0,478,0.985915493,1,478,3.342657343,3.342657343,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
0,0,1,1,0,5,32,9,0,4,0,6,0.5,4,8,1,5,0,0.8,0,1,0,92,0,66,75,91,14,0,1,3277,3271,23616,0.029761905,3,103,313,0,641,0.981946625,0.833333333,640,6.967391304,7.032967033,70,686,5,18923,1266,66,1571,291,17113,11938,260912,FALSE
1,0,0,0,0,5,25,8,0,6,0,6,1,0,0,1,0,0,0,2,0,0,21,0,0,0,21,2,50,2,434,434,0,0.00952381,2,1,21,0,123,0.975,0.894736842,123,5.857142857,5.857142857,14,84,3,1568,101,66,1571,291,17113,11938,260912,FALSE
4,0,1,1,0,5,119,23,0,12,0,15,0.666666667,4,7,2,4,0,1,0,0,0,6,0,2,10,6,2,3,2,228,228,171,0,0,14,25,0,36,1,1,36,6,6,46,268,6,8188,296,66,1571,291,17113,11938,260912,TRUE
1,0,3,2,0,5,80,7,0,9,0,21,0.727272727,15,42,8,21,0,0.714285714,0,7,1,32,1,35,49,25,27,79,3,1267,1212,5099,0.129032258,2,98,318,0,94,0.95818399,0.714285714,87,2.9375,3.48,46,268,6,8188,296,66,1571,291,17113,11938,260912,FALSE
1,0,2,1,0,5,67,21,0,9,0,11,0,1,2,0,2,0,0.5,0,8,4,47,1,50,39,39,20,79,3,1913,1812,4405,0.154654655,1,82,279,0,240,0.959782609,0.75,227,5.106382979,5.820512821,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
1,0,3,1,0,5,22,6,0,5,0,10,0.25,3,12,1,7,0,0.428571429,0,2,1,31,1,158,44,29,22,46,2,1068,1050,8825,0.391625616,1,79,301,1,117,0.951515152,0.75,115,3.774193548,3.965517241,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
1,0,0,0,0,5,30,13,0,3,0,4,1,1,2,1,1,0,1,0,1,1,35,0,50,35,34,16,47,2,1533,1524,4783,0.358333333,1,72,214,0,186,0.948529412,0.666666667,185,5.314285714,5.441176471,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
4,0,1,1,0,5,24,5,0,7,0,10,0.666666667,2,4,2,3,0,0.666666667,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.274509804,0,18,93,0,139,0.913461538,0.6,91,5.148148148,4.789473684,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
5,0,8,3,0,5,68,13,0,13,0,27,0.333333333,8,18,4,14,0,0.571428571,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.274509804,0,18,93,0,139,0.913461538,0.6,91,5.148148148,4.789473684,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
1,0,1,1,0,5,43,6,0,9,0,11,0.5,5,10,1,6,0,0.833333333,1,0,0,3,0,1,5,3,1,0,1,66,66,38,1,0,7,10,0,10,0.5,1,10,3.333333333,3.333333333,24,157,1,2316,198,66,1571,291,17113,11938,260912,FALSE
2,0,4,3,0,5,51,11,0,7,0,16,0.428571429,3,4,3,7,0,0.428571429,1,40,1,97,2,42,32,57,40,61,3,1622,1230,8741,0.104240766,13,55,247,0,229,0.969791667,0.376623377,182,2.360824742,3.192982456,12,88,0,2918,201,66,1571,291,17113,11938,260912,TRUE
5,0,4,3,0,7,42,14,0,13,0,17,0,3,2,0,5,0,0.6,0,5,0,44,0,46,17,39,24,0,1,1239,1152,2852,0.193675889,0,24,97,0,229,0.887596899,0,213,5.204545455,5.461538462,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
1,0,11,3,0,9,116,21,0,6,0,21,0.266666667,2,9,4,4,0,0.5,0,3,0,43,0,33,15,40,5,85,2,2272,2205,11359,0,0,62,289,0,297,0.933333333,0,286,6.906976744,7.15,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
1,0,0,0,0,6,97,11,0,14,0,37,0.666666667,1,2,4,1,0,1,1,4,1,13,0,16,10,9,18,0,1,637,577,566,0.363636364,0,15,36,1,56,0.902777778,1,46,4.307692308,5.111111111,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
0,1,0,0,1,6,59,12,0,5,0,10,0.6,3,6,3,5,0,0.6,2,1,0,13,1,0,6,12,6,0,1,279,215,263,0.044444444,0,10,26,1,43,0.944444444,1,31,3.307692308,2.583333333,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
2,1,3,3,1,6,87,14,0,12,0,15,0,3,24,0,13,0,0.230769231,0,0,0,143,0,61,112,143,8,0,1,3849,3849,129220,0.003740065,0,143,685,0,478,0.985915493,1,478,3.342657343,3.342657343,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
2,0,4,2,0,6,282,46,0,16,0,44,0.851851852,3,12,23,7,0,0.428571429,1,0,0,19,0,8,8,19,36,0,1,815,815,322,0.054945055,0,9,36,0,115,0.969135802,1,115,6.052631579,6.052631579,96,756,11,17329,801,66,1571,291,17113,11938,260912,TRUE
1,0,0,0,0,6,199,1,0,2,0,1,0,1,2,0,1,0,1,0,2,3,13,1,4,9,11,8,18,3,560,486,199,0.018181818,0,23,72,0,38,1.052083333,1,26,2.923076923,2.363636364,70,686,5,18923,1266,66,1571,291,17113,11938,260912,FALSE
3,0,1,1,0,6,85,23,0,12,0,17,0.75,5,18,3,10,0,0.5,0,8,4,47,1,50,39,39,20,79,3,1913,1812,4405,0.154654655,1,82,279,0,240,0.959782609,0.75,227,5.106382979,5.820512821,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
0,0,0,0,0,7,77,12,0,9,0,15,1,1,2,6,1,0,1,0,2,1,31,1,158,44,29,22,46,2,1068,1050,8825,0.391625616,1,79,301,1,117,0.951515152,0.75,115,3.774193548,3.965517241,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
1,0,11,5,0,6,360,45,0,28,0,47,0.352941176,16,60,6,31,0,0.516129032,0,3,1,42,1,73,46,39,39,46,2,2014,1979,7535,0.186344239,2,83,235,0,256,0.972482802,0.75,252,6.095238095,6.461538462,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
0,3,30,2,5,6,167,10,0,5,0,57,0.392156863,3,16,20,4,0,0.75,0,5,5,35,0,96,49,30,33,47,2,2656,2459,9148,0.258064516,3,84,275,0,262,0.961675579,0.4,231,7.485714286,7.7,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
0,0,1,1,0,6,87,13,0,2,0,19,0.933333333,2,2,14,2,0,1,0,3,4,43,1,94,53,40,48,46,2,2197,2177,7741,0.230769231,4,88,260,0,281,0.96577381,0.642857143,278,6.534883721,6.95,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
1,0,8,3,0,6,59,12,0,7,0,16,0.111111111,5,10,1,8,0,0.625,0,3,4,43,1,94,53,40,48,46,2,2197,2177,7741,0.230769231,4,88,260,0,281,0.96577381,0.642857143,278,6.534883721,6.95,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
0,3,5,1,3,6,79,9,0,4,0,14,0.5,1,10,5,2,0,0.5,0,5,1,34,-1,61,15,29,25,-1,2,857,826,2298,0.017045455,0,38,78,3,119,0.985454545,-1,110,3.5,3.793103448,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
0,1,14,3,1,7,140,16,0,6,0,30,0.416666667,3,11,10,4,0,0.75,0,0,0,6,1,24,11,6,6,46,2,364,364,177,0.333333333,0,45,128,0,45,0.733333333,1,45,7.5,7.5,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
0,0,9,2,0,7,92,10,0,6,0,26,0.55,3,12,11,5,0,0.6,0,2,0,25,0,62,26,23,50,47,2,1183,1163,2598,0.186147186,2,58,196,0,139,0.975833333,0.6,137,5.56,5.956521739,10,75,0,2515,81,66,1571,291,17113,11938,260912,TRUE
0,0,0,0,0,6,33,9,0,3,0,6,1,1,2,3,1,0,1,1,40,1,97,2,42,32,57,40,61,3,1622,1230,8741,0.104240766,13,55,247,0,229,0.969791667,0.376623377,182,2.360824742,3.192982456,12,88,0,2918,201,66,1571,291,17113,11938,260912,FALSE
2,0,5,2,0,7,162,18,0,15,0,26,0.444444444,3,13,4,7,0,0.428571429,0,0,0,2,0,6,3,2,4,25,4,187,187,45,0,3,8,11,1,19,1.25,0.4,19,9.5,9.5,10,12,0,848,12,66,1571,291,17113,11938,260912,TRUE
3,0,1,1,0,6,85,20,0,17,0,22,0.8,8,26,4,13,0,0.615384615,1,7,24,74,0,22,45,67,66,522,5,2120,1979,4383,0.208080808,2,28,140,1,221,0.969074305,0.791666667,202,2.986486486,3.014925373,32,115,1,2904,124,66,1571,291,17113,11938,260912,TRUE
1,1,0,0,1,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,2,0,5,0,0,2,3,2,4,2,71,52,20,0.5,0,4,15,0,8,0.75,0.6,6,1.6,2,11,35,0,809,37,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,5,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,11,0,0,10,11,0,14,2,85,85,150,0,0,13,37,0,11,0,1,11,1,1,11,35,0,809,37,11,58,2,541,326,7842,FALSE
1,0,1,1,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,27,0,8,8,26,2,0,1,306,297,856,0,0,8,44,0,36,1.038461538,0.962962963,35,1.333333333,1.346153846,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444444,0,1,12,0,12,0.848484848,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
4,0,0,0,0,1,6,1,0,5,0,5,0,2,4,0,2,0,1,0,2,0,17,0,14,7,15,2,0,1,203,193,306,0,0,7,31,0,36,1.0625,0.818181818,34,2.117647059,2.266666667,10,60,1,1447,77,11,58,2,541,326,7842,FALSE
5,1,4,1,1,2,20,3,0,7,0,15,0,3,4,0,6,0,0.5,0,2,0,17,0,14,7,15,2,0,1,203,193,306,0,0,7,31,0,36,1.0625,0.818181818,34,2.117647059,2.266666667,10,60,1,1447,77,11,58,2,541,326,7842,FALSE
0,2,0,0,3,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,8,0,0,0,4,8,0,1,151,113,0,0.6,0,0,8,0,16,0.928571429,0.428571429,12,2,3,10,60,1,1447,77,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,5,1,31,3,59,41,18,0.3,0,8,43,0,8,0.666666667,0.714285714,6,1.142857143,1.2,4,18,0,306,34,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,6,1,0,3,0,6,1,0,0,3,0,0,0,0,4,0,13,0,0,0,9,4,10,-1,372,336,0,0,0,1,13,0,13,1,0.2,9,1,1,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
1,0,0,0,0,3,25,4,0,6,0,6,0,0,0,0,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571429,0,0,23,0,33,0.875,0.954545455,32,1.434782609,1.454545455,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,4,1,0,0,0,2,1,0,0,2,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571429,0,0,23,0,33,0.875,0.954545455,32,1.434782609,1.454545455,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,5,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571429,0,0,23,0,33,0.875,0.954545455,32,1.434782609,1.454545455,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
2,1,0,0,1,1,5,1,0,2,0,2,0,0,0,0,0,0,0,0,8,0,14,0,1,2,6,4,0,1,151,75,24,0.072727273,0,2,16,0,17,0.923076923,0.428571429,9,1.214285714,1.5,6,33,0,790,64,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,7,1,0,3,0,6,1,0,0,3,0,0,0,0,8,0,14,0,1,2,6,4,0,1,151,75,24,0.072727273,0,2,16,0,17,0.923076923,0.428571429,9,1.214285714,1.5,6,33,0,790,64,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,8,3,0,1,0,2,1,0,0,1,0,0,0,0,16,0,24,1,0,2,8,10,0,1,309,157,88,0.119047619,0,2,26,0,46,0.926086957,0.333333333,30,1.916666667,3.75,6,33,0,790,64,11,58,2,541,326,7842,FALSE
1,0,1,1,0,2,15,2,0,4,0,6,0.5,1,2,1,2,0,0.5,0,1,0,6,0,1,1,5,1,0,1,68,54,10,1,0,1,8,0,8,0.4,0.833333333,6,1.333333333,1.2,6,33,0,790,64,11,58,2,541,326,7842,FALSE
0,0,1,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,4,3,5,3,11,2,100,80,78,0,0,8,30,0,10,1.166666667,0.714285714,8,1.428571429,1.6,6,33,0,790,64,11,58,2,541,326,7842,FALSE
1,2,0,0,2,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,15,4,23,23,0,1,0,0,4,0,4,0,1,4,1,1,3,22,0,316,22,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,11,2,15,15,0,0,0,4,21,0,2,0,1,2,1,1,2,5,0,44,5,11,58,2,541,326,7842,FALSE
5,1,1,1,1,5,68,11,0,13,0,14,0,3,16,0,8,0,0.375,0,2,0,17,0,14,7,15,2,0,1,203,193,306,0,0,7,31,0,36,1.0625,0.818181818,34,2.117647059,2.266666667,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
7,0,9,2,0,5,176,23,0,18,0,32,0.1,3,6,1,7,0,0.428571429,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
1,0,0,0,0,5,44,8,0,7,0,9,1,0,0,2,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571429,0,0,23,0,33,0.875,0.954545455,32,1.434782609,1.454545455,4,34,0,1229,42,11,58,2,541,326,7842,TRUE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,3,12,0,31,3,1,4,19,18,6,2,583,409,144,0.177248677,5,10,49,1,58,0.925925926,0.5,39,1.870967742,2.052631579,15,179,3,4573,226,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,1,2,1,1,0,1,3,0,0,29,1,0,3,29,13,8,2,656,656,1236,0.612535613,0,7,66,0,86,0.865384615,1,86,2.965517241,2.965517241,14,261,4,5108,268,69,960,103,11810,10192,247421,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,8,30,0,114,1,4,16,84,78,521,5,2870,2372,8500,0.100133257,21,20,157,1,302,0.980258679,0.603305785,242,2.649122807,2.880952381,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,7,1,0,3,0,4,1,2,4,1,2,0,1,5,16,0,70,1,7,19,54,22,0,1,1495,1164,2510,0.084325397,6,25,110,0,164,0.957180501,0.685714286,123,2.342857143,2.277777778,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,64,0,132,-1,0,0,68,0,-1,-1,1726,868,0,0,0,15,132,0,132,0,0,68,1,1,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
0,5,0,0,5,1,10,1,0,0,0,7,1,1,2,7,1,0,1,4,15,0,57,-1,11,24,42,16,-1,2,1660,1404,6529,0.053896104,0,30,152,8,174,0.947544643,-1,151,3.052631579,3.595238095,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,63,0,134,-1,0,0,71,0,-1,-1,1644,859,0,0,0,16,134,0,134,0,0,71,1,1,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,1,3,1,0,1,0,3,0,0,0,0,0,0,0,4,20,1,52,5,9,10,32,15,236,3,1283,976,1688,0.072695035,0,32,379,6,123,0.941176471,0.545454545,101,2.365384615,3.15625,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
2,19,0,0,24,1,3,1,0,2,0,1,0,0,0,0,0,0,0,2,102,0,191,-1,25,5,89,70,-1,1,3951,2220,3812,0.019057913,8,7,208,4,396,0.984511278,-1,243,2.073298429,2.730337079,13,174,2,5920,290,69,960,103,11810,10192,247421,FALSE
